2019|H|5|330795|964||Yea|
2019|H|5|331314|970||Not Voting/Not Excused|
2019|H|5|332247|960||Yea|
2019|H|5|332403|5344||Nay|
2019|H|5|364729|409||Nay|
2019|H|5|366385|410||Nay|
2019|H|5|368423|411||Nay|
2019|H|5|369207|412||Yea|
2019|H|5|372375|414||Not Voting/Excused|
2019|H|5|372557|415||Nay|
2019|H|5|373514|418||Nay|
2019|H|5|373860|419||Yea|
2019|H|5|374009|6742||Nay|
2019|H|5|374140|7888||Yea|
2019|H|5|374413|421||Nay|
2019|H|5|374470|422||Yea|
2019|H|5|374561|8087||Yea|
2019|H|5|374801|977||Not Voting/Not Excused|
2019|H|5|375453|425||Yea|
2019|H|5|375692|426||Yea|
2019|H|5|375829|427||Nay|
2019|H|5|375849|7369||Yea|
2019|H|5|375919|432||Nay|
2019|H|5|376028|440||Nay|
2019|H|5|376087|443||Yea|
2019|H|5|376088|444||Nay|
2019|H|5|376095|445||Nay|
2019|H|5|376111|447||Nay|
2019|H|5|376126|449||Yea|
2019|H|5|376127|936||Yea|
2019|H|5|376139|450||Yea|
2019|H|5|376151|5718||Nay|
2019|H|5|376166|452||Nay|
2019|H|5|376191|456||Nay|
2019|H|5|376227|460||Yea|
2019|H|5|376245|961||Yea|
2019|H|5|376270|6106||Nay|
2019|H|5|376278|466||Nay|
2019|H|5|376343|473||Yea|
2019|H|5|376347|5122||Yea|
2019|H|5|376353|474||Yea|
2019|H|5|376392|478||Nay|
2019|H|5|376498|489||Yea|
2019|H|5|376506|491||Yea|
2019|H|5|376510|492||Nay|
2019|H|5|376521|496||Nay|
2019|H|5|376550|501||Nay|
2019|H|5|376553|502||Yea|
2019|H|5|376609|511||Yea|
2019|H|5|376618|513||Yea|
2019|H|5|376628|||Not Voting/Excused|1/23/2019 1:20:52 PM
2019|H|5|376632|518||Yea|
2019|H|5|376635|520||Yea|
2019|H|5|376638|522||Not Voting/Excused|
2019|H|5|376645|523||Nay|
2019|H|5|376657|527||Not Voting/Not Excused|
2019|H|5|376662|529||Nay|
2019|H|5|376668|531||Nay|
2019|H|5|376674|534||Nay|
2019|H|5|376676|535||Nay|
2019|H|5|376696|540||Nay|
2019|H|5|376711|544||Yea|
2019|H|5|376720|547||Nay|
2019|H|5|376740|554||Yea|
2019|H|5|376744|555||Yea|
2019|H|5|376807|570||Yea|
2019|H|5|376813|572||Nay|
2019|H|5|376814|573||Yea|
2019|H|5|376816|574||Nay|
2019|H|5|376823|578||Yea|
2019|H|5|376826|579||Nay|
2019|H|5|376829|580||Yea|
2019|H|5|376830|7064||Nay|
2019|H|5|376831|581||Yea|
2019|H|5|376832|582||Yea|
2019|H|5|376841|584||Yea|
2019|H|5|376862|595||Nay|
2019|H|5|376866|597||Nay|
2019|H|5|376869|599||Nay|
2019|H|5|376897|610||Yea|
