video_id,title,title_parsed,parsed_committee,parsed_date,date_from,has_start_time,start_eastern,actual_start_utc,actual_end_utc,duration_iso,published_at
7kLkMBtgifw,Senate Ways and Means (01/18/23),yes,Ways and Means,2023-01-18,title,yes,2023-01-18 08:59:18,2023-01-18T13:59:18Z,2023-01-18T15:30:10Z,PT1H30M58S,2023-01-19T03:40:36Z
Zsa7RQTFQq8,Senate Executive Departments and Administration (01/18/23),yes,Executive Departments and Administration,2023-01-18,title,yes,2023-01-18 08:59:11,2023-01-18T13:59:11Z,2023-01-18T16:52:44Z,PT2H53M38S,2023-01-19T05:22:20Z
KlgGB6DZsbY,Senate Health and Human Services (01/18/23),yes,Health and Human Services,2023-01-18,title,yes,2023-01-18 08:58:12,2023-01-18T13:58:12Z,2023-01-18T17:13:32Z,PT3H15M17S,2023-01-19T05:46:15Z
IySScgmIgP4,Senate Session (01/19/2023),yes,Session,2023-01-19,title,yes,2023-01-19 09:59:47,2023-01-19T14:59:47Z,2023-01-19T16:27:50Z,PT1H21M46S,2023-01-20T04:32:57Z
H9KMtjvxRWE,Senate Education (01/24/23),yes,Education,2023-01-24,title,yes,2023-01-24 08:58:37,2023-01-24T13:58:37Z,2023-01-24T15:06:44Z,PT1H8M16S,2023-01-25T03:38:36Z
BSOCbMRIxlc,Senate Energy and Natural Resources (01/24/23),yes,Energy and Natural Resources,2023-01-24,title,yes,2023-01-24 09:04:57,2023-01-24T14:04:57Z,2023-01-24T15:53:12Z,PT1H48M25S,2023-01-25T04:25:35Z
fbDbNxJjxsU,Senate Election Law and Municipal Affairs (01/24/23),yes,Election Law and Municipal Affairs,2023-01-24,title,yes,2023-01-24 08:56:32,2023-01-24T13:56:32Z,2023-01-24T15:27:07Z,PT1H30M26S,2023-01-25T04:42:53Z
07ndTzUCeEA,Senate Commerce (01/24/23),yes,Commerce,2023-01-24,title,yes,2023-01-24 08:58:52,2023-01-24T13:58:52Z,2023-01-24T16:18:50Z,PT2H19M15S,2023-01-25T04:59:39Z
hh3v1IGIw-M,Senate Transportation (01/24/23),yes,Transportation,2023-01-24,title,yes,2023-01-24 12:58:11,2023-01-24T17:58:11Z,2023-01-24T19:12:48Z,PT1H14M39S,2023-01-25T07:17:09Z
RztIYfCNkvI,Senate Finance (01/24/23),yes,Finance,2023-01-24,title,yes,2023-01-24 12:58:37,2023-01-24T17:58:37Z,2023-01-24T18:58:54Z,PT1H26S,2023-01-25T07:27:13Z
7E7rB-D83lQ,Senate Judiciary (01/24/23),yes,Judiciary,2023-01-24,title,yes,2023-01-24 12:58:17,2023-01-24T17:58:17Z,2023-01-24T20:07:39Z,PT2H9M20S,2023-01-25T08:19:42Z
92xd2CXDl8k,Senate Executive Departments and Administration (01/25/23),yes,Executive Departments and Administration,2023-01-25,title,yes,2023-01-25 08:58:02,2023-01-25T13:58:02Z,2023-01-25T16:02:45Z,PT2H4M51S,2023-01-26T04:18:08Z
tv5pQaqK73I,Senate Ways and Means (01/25/23),yes,Ways and Means,2023-01-25,title,yes,2023-01-25 08:59:22,2023-01-25T13:59:22Z,2023-01-25T16:00:16Z,PT2H53S,2023-01-26T04:25:04Z
KmZAYS_BKTs,Senate Health and Human Services (01/25/23),yes,Health and Human Services,2023-01-25,title,yes,2023-01-25 08:59:26,2023-01-25T13:59:26Z,2023-01-25T17:37:39Z,PT3H38M11S,2023-01-26T08:39:37Z
66AK75rg0h0,Senate Session (01/26/2023),yes,Session,2023-01-26,title,yes,2023-01-26 11:59:57,2023-01-26T16:59:57Z,2023-01-26T18:12:36Z,PT1H12M46S,2023-01-27T06:52:05Z
HmPAODrcJlA,Senate Election Law and Municipal Affairs (01/31/23),yes,Election Law and Municipal Affairs,2023-01-31,title,yes,2023-01-31 08:57:26,2023-01-31T13:57:26Z,2023-01-31T16:18:34Z,PT2H21M5S,2023-02-01T04:33:52Z
-ZT7PcLkYm0,Senate Energy and Natural Resources (01/31/23),yes,Energy and Natural Resources,2023-01-31,title,yes,2023-01-31 08:59:12,2023-01-31T13:59:12Z,2023-01-31T16:30:13Z,PT2H31M10S,2023-02-01T05:00:32Z
q5flHuCYW34,Senate Education (01/31/23),yes,Education,2023-01-31,title,yes,2023-01-31 08:57:42,2023-01-31T13:57:42Z,2023-01-31T16:48:55Z,PT2H51M21S,2023-02-01T05:11:00Z
E6zj1EKYihQ,Senate Commerce (01/31/23),yes,Commerce,2023-01-31,title,yes,2023-01-31 08:57:48,2023-01-31T13:57:48Z,2023-01-31T16:59:51Z,PT3H2M11S,2023-02-01T05:11:14Z
swuOBZNYv1Y,Senate Finance (01/31/23),yes,Finance,2023-01-31,title,yes,2023-01-31 12:59:02,2023-01-31T17:59:02Z,2023-01-31T20:33:14Z,PT2H34M20S,2023-02-01T08:49:58Z
Kqh0KhN50Ls,Senate Transportation (01/31/23),yes,Transportation,2023-01-31,title,yes,2023-01-31 12:57:52,2023-01-31T17:57:52Z,2023-01-31T21:30:52Z,PT3H33M1S,2023-02-01T10:01:13Z
Vjb-HGM_v2U,Senate Judiciary (01/31/23),yes,Judiciary,2023-01-31,title,yes,2023-01-31 12:57:47,2023-01-31T17:57:47Z,2023-01-31T21:44:09Z,PT3H46M27S,2023-02-01T10:09:51Z
CjLx62F4NVg,Senate Health and Human Services (02/01/23),yes,Health and Human Services,2023-02-01,title,yes,2023-02-01 08:58:52,2023-02-01T13:58:52Z,2023-02-01T20:00:56Z,PT6H2M2S,2023-02-02T00:06:25Z
i15kpC3mIyc,Senate Ways and Means (02/01/23),yes,Ways and Means,2023-02-01,title,yes,2023-02-01 08:57:32,2023-02-01T13:57:32Z,2023-02-01T16:32:52Z,PT2H35M20S,2023-02-02T04:48:32Z
eLZWlFMRYhU,Senate Executive Departments and Administration (02/01/23),yes,Executive Departments and Administration,2023-02-01,title,yes,2023-02-01 08:58:47,2023-02-01T13:58:47Z,2023-02-01T16:40:47Z,PT2H42M7S,2023-02-02T04:55:00Z
S-_Oj31u8z0,Senate Judiciary (02/01/23),yes,Judiciary,2023-02-01,title,yes,2023-02-01 12:55:48,2023-02-01T17:55:48Z,2023-02-01T21:45:39Z,PT3H49M46S,2023-02-02T11:15:44Z
GAsvxXzgBAY,Senate Executive Departments and Administration (02/02/23),yes,Executive Departments and Administration,2023-02-02,title,yes,2023-02-02 08:59:17,2023-02-02T13:59:17Z,2023-02-02T16:49:44Z,PT2H50M29S,2023-02-03T05:22:01Z
b7Bw2sSXUQk,Senate Energy and Natural Resources (02/02/23),yes,Energy and Natural Resources,2023-02-02,title,yes,2023-02-02 12:59:12,2023-02-02T17:59:12Z,2023-02-02T20:14:06Z,PT2H15M1S,2023-02-03T08:31:26Z
zjNRR87pDLY,Senate Commerce (02/07/23),yes,Commerce,2023-02-07,title,yes,2023-02-07 08:58:47,2023-02-07T13:58:47Z,2023-02-07T16:09:02Z,PT2H10M26S,2023-02-08T04:39:27Z
CcqlqE1fJlE,Senate Education (02/07/23),yes,Education,2023-02-07,title,yes,2023-02-07 08:58:47,2023-02-07T13:58:47Z,2023-02-07T16:37:21Z,PT2H38M37S,2023-02-08T04:57:27Z
C0MJ-zdFeqE,Senate Election Law and Municipal Affairs (02/07/23),yes,Election Law and Municipal Affairs,2023-02-07,title,yes,2023-02-07 08:57:17,2023-02-07T13:57:17Z,2023-02-07T16:41:03Z,PT2H43M44S,2023-02-08T05:06:24Z
XjYXb9zxHLA,Senate Energy and Natural Resources (02/07/23),yes,Energy and Natural Resources,2023-02-07,title,yes,2023-02-07 09:00:07,2023-02-07T14:00:07Z,2023-02-07T16:52:39Z,PT2H52M46S,2023-02-08T06:05:06Z
1Qyi01Jvfdc,Senate Transportation (02/07/23),yes,Transportation,2023-02-07,title,yes,2023-02-07 14:44:37,2023-02-07T19:44:37Z,2023-02-07T20:05:15Z,PT20M51S,2023-02-08T08:09:46Z
rXkVz_VWyME,Senate Finance (02/07/23),yes,Finance,2023-02-07,title,yes,2023-02-07 12:59:12,2023-02-07T17:59:12Z,2023-02-07T19:57:52Z,PT1H58M19S,2023-02-08T08:17:03Z
ybgKGIpu5e4,Senate Judiciary (02/07/23),yes,Judiciary,2023-02-07,title,yes,2023-02-07 12:59:06,2023-02-07T17:59:06Z,2023-02-07T20:41:31Z,PT2H42M24S,2023-02-08T09:30:36Z
v6_PZXBVcp4,Senate Ways and Means (02/08/23),yes,Ways and Means,2023-02-08,title,yes,2023-02-08 08:58:17,2023-02-08T13:58:17Z,2023-02-08T15:41:24Z,PT1H43M15S,2023-02-09T04:14:01Z
3Lwvom5BM80,Senate Executive Departments and Administration (02/08/23),yes,Executive Departments and Administration,2023-02-08,title,yes,2023-02-08 08:56:02,2023-02-08T13:56:02Z,2023-02-08T16:41:19Z,PT2H45M25S,2023-02-09T05:06:53Z
mz8VDeBMX4c,Senate Health and Human Services (02/08/23),yes,Health and Human Services,2023-02-08,title,yes,2023-02-08 08:58:11,2023-02-08T13:58:11Z,2023-02-08T17:15:19Z,PT3H17M16S,2023-02-09T05:38:00Z
yi4xTQ3p4YI,Senate Rules and Enrolled Bills (02/09/23),yes,Rules and Enrolled Bills,2023-02-09,title,yes,2023-02-09 08:56:27,2023-02-09T13:56:27Z,2023-02-09T14:10:04Z,PT13M45S,2023-02-10T02:12:35Z
b-eScgaeIug,Senate Session (02/09/2023),yes,Session,2023-02-09,title,yes,2023-02-09 09:58:12,2023-02-09T14:58:12Z,2023-02-09T16:31:23Z,PT1H33M6S,2023-02-10T05:44:56Z
ARG0pdakN6I,Senate Energy and Natural Resources (02/14/23),yes,Energy and Natural Resources,2023-02-14,title,yes,2023-02-14 08:59:06,2023-02-14T13:59:06Z,2023-02-14T15:06:58Z,PT1H8M1S,2023-02-15T03:18:45Z
ArGflNlPWSs,Senate Election Law and Municipal Affairs (02/14/23),yes,Election Law and Municipal Affairs,2023-02-14,title,yes,2023-02-14 08:59:17,2023-02-14T13:59:17Z,2023-02-14T15:56:10Z,PT1H56M42S,2023-02-15T04:20:12Z
j-medUeRhHA,Senate Education (02/14/23),yes,Education,2023-02-14,title,yes,2023-02-14 08:59:06,2023-02-14T13:59:06Z,2023-02-14T16:55:23Z,PT2H55M19S,2023-02-15T05:21:13Z
Ojh4jGzJyL4,Senate Commerce (02/14/23),yes,Commerce,2023-02-14,title,yes,2023-02-14 08:59:17,2023-02-14T13:59:17Z,2023-02-14T16:53:22Z,PT2H54M3S,2023-02-15T05:30:42Z
m0JteLkSWik,Senate Session (02/14/2023),yes,Session,2023-02-14,title,yes,2023-02-14 12:56:16,2023-02-14T17:56:16Z,2023-02-14T18:57:12Z,PT1H1M1S,2023-02-15T07:07:53Z
qvdtyZN88rI,Senate Transportation (02/14/23),yes,Transportation,2023-02-14,title,yes,2023-02-14 14:29:17,2023-02-14T19:29:17Z,2023-02-14T19:53:33Z,PT24M26S,2023-02-15T07:58:29Z
g2A7jhjC8Rc,Senate Judiciary (02/14/23),yes,Judiciary,2023-02-14,title,yes,2023-02-14 14:28:46,2023-02-14T19:28:46Z,2023-02-14T20:14:15Z,PT45M41S,2023-02-15T08:21:06Z
WlcauxxoZso,Senate Finance (02/14/23),yes,Finance,2023-02-14,title,yes,2023-02-14 14:29:16,2023-02-14T19:29:16Z,2023-02-14T21:26:35Z,PT1H57M31S,2023-02-15T09:42:09Z
G7Gx-N3aes4,Senate Health and Human Services (02/15/23),yes,Health and Human Services,2023-02-15,title,yes,2023-02-15 08:56:12,2023-02-15T13:56:12Z,2023-02-15T17:56:37Z,PT4H36S,2023-02-15T18:50:07Z
KZw5-TXPx4A,Senate Executive Departments and Administration (02/15/23),yes,Executive Departments and Administration,2023-02-15,title,yes,2023-02-15 08:55:38,2023-02-15T13:55:38Z,2023-02-15T16:45:56Z,PT2H50M31S,2023-02-16T05:07:54Z
lto8GsUaumI,Senate Energy and Natural Resources (02/15/23),yes,Energy and Natural Resources,2023-02-15,title,yes,2023-02-15 12:59:02,2023-02-15T17:59:02Z,2023-02-15T19:14:27Z,PT1H15M32S,2023-02-16T07:52:28Z
XYiYdF4dWmo,Senate Health and Human Services (02/16/23),yes,Health and Human Services,2023-02-16,title,yes,2023-02-16 08:59:23,2023-02-16T13:59:23Z,2023-02-16T19:38:09Z,PT5H38M52S,2023-02-16T20:31:56Z
GEoUZ6axHCI,Senate Ways and Means (02/16/23),yes,Ways and Means,2023-02-16,title,yes,2023-02-16 08:59:41,2023-02-16T13:59:41Z,2023-02-16T14:32:47Z,PT33M16S,2023-02-17T02:38:12Z
4KIdR6fDzd0,Senate Executive Departments and Administration (02/16/23),yes,Executive Departments and Administration,2023-02-16,title,yes,2023-02-16 08:58:57,2023-02-16T13:58:57Z,2023-02-16T16:19:32Z,PT2H20M46S,2023-02-17T04:50:02Z
ocC1Whbcc3I,Senate Judiciary (02/16/23),yes,Judiciary,2023-02-16,title,yes,2023-02-16 12:59:32,2023-02-16T17:59:32Z,2023-02-16T18:58:01Z,PT58M36S,2023-02-17T07:20:07Z
qlU9DGTgH3k,Senate Election Law and Municipal Affairs (02/21/23),yes,Election Law and Municipal Affairs,2023-02-21,title,yes,2023-02-21 08:58:41,2023-02-21T13:58:41Z,2023-02-21T15:36:38Z,PT1H37M56S,2023-02-22T03:58:54Z
721kw1NpYdk,Senate Energy and Natural Resources (02/21/23),yes,Energy and Natural Resources,2023-02-21,title,yes,2023-02-21 08:59:22,2023-02-21T13:59:22Z,2023-02-21T15:54:35Z,PT1H55M20S,2023-02-22T04:08:50Z
haDJqjDamaM,Senate Education (02/21/23),yes,Education,2023-02-21,title,yes,2023-02-21 08:58:02,2023-02-21T13:58:02Z,2023-02-21T16:22:05Z,PT2H24M16S,2023-02-22T05:03:00Z
astmchpS9TE,Senate Finance (02/21/23),yes,Finance,2023-02-21,title,yes,2023-02-21 12:59:42,2023-02-21T17:59:42Z,2023-02-21T19:50:16Z,PT1H50M41S,2023-02-22T08:14:43Z
BSjpm-YXxig,Senate Judiciary (02/21/23),yes,Judiciary,2023-02-21,title,yes,2023-02-21 12:59:06,2023-02-21T17:59:06Z,2023-02-21T20:58:47Z,PT2H59M51S,2023-02-22T09:39:40Z
owBK2kHMTjQ,Senate Executive Departments and Administration (02/22/23),yes,Executive Departments and Administration,2023-02-22,title,yes,2023-02-22 09:17:57,2023-02-22T14:17:57Z,2023-02-22T15:59:07Z,PT1H41M16S,2023-02-23T04:16:22Z
qTuzSGFDK5s,Senate Health and Human Services (02/22/23),yes,Health and Human Services,2023-02-22,title,yes,2023-02-22 09:18:17,2023-02-22T14:18:17Z,2023-02-22T16:26:52Z,PT2H8M46S,2023-02-23T04:38:55Z
8PK_rgfGIXg,Senate Session (02/22/2023),yes,Session,2023-02-22,title,yes,2023-02-22 12:59:46,2023-02-22T17:59:46Z,2023-02-22T21:15:03Z,PT3H15M26S,2023-02-23T09:44:28Z
gtap1CwWDOw,Senate Commerce (03/07/23),yes,Commerce,2023-03-07,title,yes,2023-03-07 08:58:42,2023-03-07T13:58:42Z,2023-03-07T14:20:00Z,PT21M26S,2023-03-08T02:23:33Z
u2v0wMN3uIQ,Senate Energy and Natural Resources (03/07/23),yes,Energy and Natural Resources,2023-03-07,title,yes,2023-03-07 08:58:46,2023-03-07T13:58:46Z,2023-03-07T15:30:04Z,PT1H31M26S,2023-03-08T03:40:18Z
lNs6y2q6q0A,Senate Election Law and Municipal Affairs (03/07/23),yes,Election Law and Municipal Affairs,2023-03-07,title,yes,2023-03-07 08:58:47,2023-03-07T13:58:47Z,2023-03-07T16:28:20Z,PT2H29M21S,2023-03-08T04:55:24Z
zzB3NfDxuWk,Senate Transportation (03/07/23),yes,Transportation,2023-03-07,title,yes,2023-03-07 12:58:21,2023-03-07T17:58:21Z,2023-03-07T18:18:28Z,PT20M15S,2023-03-08T06:22:34Z
5qJiwpwOFCk,Senate Education (03/07/23),yes,Education,2023-03-07,title,yes,2023-03-07 08:58:51,2023-03-07T13:58:51Z,2023-03-07T17:48:49Z,PT3H49M47S,2023-03-08T06:23:42Z
YWBXU1tnbQI,Senate Finance (03/07/23),yes,Finance,2023-03-07,title,yes,2023-03-07 12:58:17,2023-03-07T17:58:17Z,2023-03-07T19:17:39Z,PT1H19M28S,2023-03-08T07:23:21Z
ozvpvh-3Rtk,Senate Judiciary (03/07/23),yes,Judiciary,2023-03-07,title,yes,2023-03-07 12:58:23,2023-03-07T17:58:23Z,2023-03-07T20:46:22Z,PT2H47M55S,2023-03-08T09:06:25Z
z5FGmZ4ZkgY,Senate Executive Departments and Administration (03/08/23),yes,Executive Departments and Administration,2023-03-08,title,yes,2023-03-08 09:58:31,2023-03-08T14:58:31Z,2023-03-08T15:21:33Z,PT23M10S,2023-03-09T03:25:21Z
G9zEXdFDZy8,Senate Health and Human Services (03/08/23),yes,Health and Human Services,2023-03-08,title,yes,2023-03-08 08:58:47,2023-03-08T13:58:47Z,2023-03-08T16:03:44Z,PT2H5M6S,2023-03-09T04:19:09Z
mkCn-H8AzCQ,Senate Session (03/09/2023),yes,Session,2023-03-09,title,yes,2023-03-09 09:59:42,2023-03-09T14:59:42Z,2023-03-09T22:23:41Z,PT7H24M1S,2023-03-09T23:22:29Z
hlIMe9DVJmQ,Senate Health and Human Services (03/15/23),yes,Health and Human Services,2023-03-15,title,yes,2023-03-15 09:10:22,2023-03-15T13:10:22Z,2023-03-15T14:16:55Z,PT1H6M46S,2023-03-16T02:43:05Z
8EA0JoDWE3g,Senate Executive Departments and Administration (03/15/23),yes,Executive Departments and Administration,2023-03-15,title,yes,2023-03-15 08:59:11,2023-03-15T12:59:11Z,2023-03-15T15:05:49Z,PT2H6M45S,2023-03-16T03:47:05Z
nRDLXDQ8Cg4,Senate Finance (03/15/23),yes,Finance,2023-03-15,title,yes,2023-03-15 12:29:12,2023-03-15T16:29:12Z,2023-03-15T17:59:35Z,PT1H30M31S,2023-03-16T06:09:13Z
IhNrTgA2CM8,Senate Session (03/16/2023),yes,Session,2023-03-16,title,yes,2023-03-16 09:59:41,2023-03-16T13:59:41Z,2023-03-16T21:53:33Z,PT7H53M46S,2023-03-16T23:37:05Z
XQLaQ9CXx2I,Senate Election Law and Municipal Affairs (03/21/23),yes,Election Law and Municipal Affairs,2023-03-21,title,yes,2023-03-21 08:57:51,2023-03-21T12:57:51Z,2023-03-21T14:31:31Z,PT1H33M45S,2023-03-22T02:41:57Z
2fnFbiXmCaY,Senate Energy and Natural Resources (03/21/23),yes,Energy and Natural Resources,2023-03-21,title,yes,2023-03-21 08:57:12,2023-03-21T12:57:12Z,2023-03-21T14:45:01Z,PT1H47M55S,2023-03-22T02:57:56Z
FG1MEo64vPI,Senate Education (03/21/23),yes,Education,2023-03-21,title,yes,2023-03-21 09:00:37,2023-03-21T13:00:37Z,2023-03-21T15:08:11Z,PT2H7M31S,2023-03-22T03:22:45Z
tS-U7uk1Xz0,Senate Commerce (03/21/23),yes,Commerce,2023-03-21,title,yes,2023-03-21 09:02:12,2023-03-21T13:02:12Z,2023-03-21T16:01:32Z,PT2H59M21S,2023-03-22T04:14:24Z
ZPamXqq34Ag,Senate Finance (03/21/23),yes,Finance,2023-03-21,title,yes,2023-03-21 12:59:12,2023-03-21T16:59:12Z,2023-03-21T17:55:26Z,PT56M26S,2023-03-22T06:01:08Z
swkcLz6lRbU,Senate Judiciary (03/21/23),yes,Judiciary,2023-03-21,title,yes,2023-03-21 13:01:26,2023-03-21T17:01:26Z,2023-03-21T19:01:14Z,PT1H59M51S,2023-03-22T07:17:29Z
wfGmn3jBu3M,Senate Health and Human Services (03/22/23),yes,Health and Human Services,2023-03-22,title,yes,2023-03-22 08:58:22,2023-03-22T12:58:22Z,2023-03-22T14:17:47Z,PT1H19M30S,2023-03-23T02:30:39Z
K0Upnvj-bV8,Senate Session (03/23/2023),yes,Session,2023-03-23,title,yes,2023-03-23 09:59:56,2023-03-23T13:59:56Z,2023-03-23T16:39:54Z,PT2H40M11S,2023-03-24T05:04:39Z
fa7OHHHJrwg,Senate Election Law and Municipal Affairs (03/28/23),yes,Election Law and Municipal Affairs,2023-03-28,title,yes,2023-03-28 09:28:22,2023-03-28T13:28:22Z,2023-03-28T14:28:13Z,PT1H1S,2023-03-29T02:35:42Z
s_5uQ9vjHHo,Senate Education (03/28/23),yes,Education,2023-03-28,title,yes,2023-03-28 08:58:22,2023-03-28T12:58:22Z,2023-03-28T14:50:59Z,PT1H52M46S,2023-03-29T03:02:11Z
JDSZqbWkH08,Senate Energy and Natural Resources (03/28/23),yes,Energy and Natural Resources,2023-03-28,title,yes,2023-03-28 08:58:27,2023-03-28T12:58:27Z,2023-03-28T14:46:13Z,PT1H47M55S,2023-03-29T03:02:32Z
dr0w-oMWH6k,Senate Transportation (03/38/23),NO,,,title,yes,2023-03-28 12:58:06,2023-03-28T16:58:06Z,2023-03-28T18:05:32Z,PT1H7M21S,2023-03-29T06:11:05Z
33Pga7HLuqQ,Senate Judiciary (03/28/23),yes,Judiciary,2023-03-28,title,yes,2023-03-28 13:00:38,2023-03-28T17:00:38Z,2023-03-28T19:22:49Z,PT2H16M36S,2023-03-29T07:42:13Z
WIdB4Cgcc7Q,Senate Ways and Means (03/29/23),yes,Ways and Means,2023-03-29,title,yes,2023-03-29 09:15:26,2023-03-29T13:15:26Z,2023-03-29T14:13:17Z,PT58M1S,2023-03-30T02:26:29Z
nfam_2tHDrE,Senate Executive Departments and Administration (03/29/23),yes,Executive Departments and Administration,2023-03-29,title,yes,2023-03-29 08:59:01,2023-03-29T12:59:01Z,2023-03-29T15:17:55Z,PT2H1M49S,2023-03-30T03:25:49Z
-TRnuwo0D2g,Senate Session (03/30/2023),yes,Session,2023-03-30,title,yes,2023-03-30 09:59:52,2023-03-30T13:59:52Z,2023-03-30T20:49:23Z,PT6H49M24S,2023-03-30T21:58:32Z
5ereiMmS6YA,Senate Commerce (04/04/23),yes,Commerce,2023-04-04,title,yes,2023-04-04 09:04:27,2023-04-04T13:04:27Z,2023-04-04T14:04:32Z,PT59M56S,2023-04-05T02:20:34Z
b2dWVsg7wOY,Senate Election Law and Municipal Affairs (04/04/23),yes,Election Law and Municipal Affairs,2023-04-04,title,yes,2023-04-04 08:58:17,2023-04-04T12:58:17Z,2023-04-04T14:52:11Z,PT1H53M46S,2023-04-05T03:06:10Z
PUGzBNEhW-0,Senate Education (04/04/23),yes,Education,2023-04-04,title,yes,2023-04-04 08:58:42,2023-04-04T12:58:42Z,2023-04-04T15:44:12Z,PT2H45M41S,2023-04-05T04:11:26Z
hYqg1oJ4DZM,Senate Energy and Natural Resources (04/04/23),yes,Energy and Natural Resources,2023-04-04,title,yes,2023-04-04 08:58:42,2023-04-04T12:58:42Z,2023-04-04T15:45:36Z,PT2H46M35S,2023-04-05T05:17:07Z
FiLiJ_e1JcM,Senate Finance (04/04/23),yes,Finance,2023-04-04,title,yes,2023-04-04 12:58:52,2023-04-04T16:58:52Z,2023-04-04T17:31:14Z,PT32M31S,2023-04-05T05:35:54Z
z3Fedkgzs3I,Senate Transportation (04/04/23),yes,Transportation,2023-04-04,title,yes,2023-04-04 12:58:51,2023-04-04T16:58:51Z,2023-04-04T17:59:13Z,PT1H31S,2023-04-05T06:09:04Z
Ug5vT8_pbTw,Senate Judiciary (04/04/23),yes,Judiciary,2023-04-04,title,yes,2023-04-04 12:56:37,2023-04-04T16:56:37Z,2023-04-04T19:46:41Z,PT2H50M6S,2023-04-05T08:06:53Z
afzLB8yiLxk,Senate Health and Human Services (04/05/23),yes,Health and Human Services,2023-04-05,title,yes,2023-04-05 08:57:22,2023-04-05T12:57:22Z,2023-04-05T15:36:40Z,PT2H39M21S,2023-04-06T03:50:21Z
