video_id,title,title_parsed,parsed_committee,parsed_date,date_from,has_start_time,start_eastern,actual_start_utc,actual_end_utc,duration_iso,published_at
WOH6lxqwcnE,House Municipal and County Government (01/11/23),yes,Municipal and County Government,2023-01-11,title,yes,2023-01-11 10:01:37,2023-01-11T15:01:37Z,2023-01-11T20:33:32Z,PT5H31M56S,2023-01-11T21:42:16Z
Cy6FZ3qr46o,House Executive Departments and Administration (01/11/23),yes,Executive Departments and Administration,2023-01-11,title,yes,2023-01-11 09:59:02,2023-01-11T14:59:02Z,2023-01-11T20:25:48Z,PT5H26M49S,2023-01-11T22:05:23Z
T0jifiwinzE,House Judiciary (01/11/23),yes,Judiciary,2023-01-11,title,yes,2023-01-11 08:59:37,2023-01-11T13:59:37Z,2023-01-11T15:30:15Z,PT1H30M41S,2023-01-12T03:39:02Z
Kmy5xhrtjac,House Criminal Justice and Public Safety (01/11/23),yes,Criminal Justice and Public Safety,2023-01-11,title,yes,2023-01-11 09:59:12,2023-01-11T14:59:12Z,2023-01-11T18:29:15Z,PT3H30M11S,2023-01-12T07:15:23Z
0hhmhCwRNFM,House Executive Departments and Administration (01/12/23),yes,Executive Departments and Administration,2023-01-12,title,yes,2023-01-12 09:59:57,2023-01-12T14:59:57Z,2023-01-12T19:15:03Z,PT4H15M3S,2023-01-12T19:50:59Z
yukutU3ioYk,House Commerce and Consumer Affairs (01/12/23),yes,Commerce and Consumer Affairs,2023-01-12,title,yes,2023-01-12 09:59:57,2023-01-12T14:59:57Z,2023-01-12T19:54:35Z,PT4H54M46S,2023-01-12T20:30:46Z
vTfYn_FXz7U,House Education (01/12/23),yes,Education,2023-01-12,title,yes,2023-01-12 09:29:52,2023-01-12T14:29:52Z,2023-01-12T20:28:06Z,PT5H58M16S,2023-01-12T21:18:56Z
vOoEtRNHB6E,House Ways and Means (01/12/23),yes,Ways and Means,2023-01-12,title,yes,2023-01-12 09:00:27,2023-01-12T14:00:27Z,2023-01-12T17:14:49Z,PT3H14M36S,2023-01-13T06:06:56Z
KxYKjkGW0gI,"House Labor, Industrial and Rehabilitative Services (01/12/23)",yes,"Labor, Industrial and Rehabilitative Services",2023-01-12,title,yes,2023-01-12 10:00:11,2023-01-12T15:00:11Z,2023-01-12T17:29:59Z,PT2H30M1S,2023-01-13T06:46:07Z
Tjcq4E4jcyA,House State-Federal Relations and Veterans Affairs (01/13/23),yes,State-Federal Relations and Veterans Affairs,2023-01-13,title,yes,2023-01-13 09:01:46,2023-01-13T14:01:46Z,2023-01-13T17:33:16Z,PT3H31M12S,2023-01-14T06:28:35Z
vVjuOtWLquE,House Public Works and Highways (01/13/23),yes,Public Works and Highways,2023-01-13,title,yes,2023-01-13 12:59:11,2023-01-13T17:59:11Z,2023-01-13T18:57:35Z,PT58M30S,2023-01-14T07:06:43Z
c2-QHK3Gm_Q,House Ways and Means (01/17/23),yes,Ways and Means,2023-01-17,title,yes,2023-01-17 09:59:36,2023-01-17T14:59:36Z,2023-01-17T19:47:53Z,PT4H48M20S,2023-01-17T20:33:30Z
TocBa14k-dA,House Children and Family Law (01/17/23),yes,Children and Family Law,2023-01-17,title,yes,2023-01-17 09:29:31,2023-01-17T14:29:31Z,2023-01-17T20:19:40Z,PT5H50M15S,2023-01-17T21:14:01Z
O1YMLbEFGtA,House Election Law (01/17/23),yes,Election Law,2023-01-17,title,yes,2023-01-17 09:59:42,2023-01-17T14:59:42Z,2023-01-17T20:45:48Z,PT5H46M9S,2023-01-17T21:24:14Z
OaEbZuAV8-8,"House Science, Technology and Energy (01/17/23)",yes,"Science, Technology and Energy",2023-01-17,title,yes,2023-01-17 09:59:17,2023-01-17T14:59:17Z,2023-01-17T20:24:10Z,PT5H24M51S,2023-01-17T21:45:14Z
YFlE893kRkk,House Environment and Agriculture (01/17/23),yes,Environment and Agriculture,2023-01-17,title,yes,2023-01-17 09:56:16,2023-01-17T14:56:16Z,2023-01-17T20:02:32Z,PT5H6M9S,2023-01-17T22:18:41Z
1Ux7IUR9X3w,House Transportation (01/17/23),yes,Transportation,2023-01-17,title,yes,2023-01-17 09:27:56,2023-01-17T14:27:56Z,2023-01-17T21:12:28Z,PT6H44M16S,2023-01-17T22:32:47Z
TNB3MZRaJxg,"House Health, Human Services and Elderly Affairs (01/17/23)",yes,"Health, Human Services and Elderly Affairs",2023-01-17,title,yes,2023-01-17 09:29:47,2023-01-17T14:29:47Z,2023-01-17T17:43:50Z,PT3H14M6S,2023-01-18T06:27:42Z
11bNcb1SDUw,House Education (01/12/23),yes,Education,2023-01-12,title,yes,2023-01-18 09:03:52,2023-01-18T14:03:52Z,2023-01-18T14:04:12Z,PT21S,2023-01-18T14:06:19Z
uZRCzBQIa2Y,House Executive Departments and Administration (01/18/23),yes,Executive Departments and Administration,2023-01-18,title,yes,2023-01-18 09:59:11,2023-01-18T14:59:11Z,2023-01-18T19:46:02Z,PT4H46M50S,2023-01-18T20:22:00Z
qf3j31iAd8o,House Education (01/18/23),yes,Education,2023-01-18,title,yes,2023-01-18 09:29:21,2023-01-18T14:29:21Z,2023-01-18T20:17:13Z,PT5H47M49S,2023-01-18T21:13:36Z
NQ07EcqwFfk,House Municipal and County Government (01/18/23),yes,Municipal and County Government,2023-01-18,title,yes,2023-01-18 09:59:16,2023-01-18T14:59:16Z,2023-01-18T21:08:59Z,PT6H9M46S,2023-01-18T21:52:31Z
nzzo6Zcxrpo,House Judiciary (01/18/23),yes,Judiciary,2023-01-18,title,yes,2023-01-18 08:58:16,2023-01-18T13:58:16Z,2023-01-18T21:33:04Z,PT7H34M51S,2023-01-18T23:36:46Z
XMEEbZOrySQ,House Finance (01/18/23),yes,Finance,2023-01-18,title,yes,2023-01-18 09:56:22,2023-01-18T14:56:22Z,2023-01-18T17:00:39Z,PT2H4M20S,2023-01-19T05:09:07Z
irRSxy8bgd8,House Commerce and Consumer Affairs (01/18/23),yes,Commerce and Consumer Affairs,2023-01-18,title,yes,2023-01-18 09:56:26,2023-01-18T14:56:26Z,2023-01-18T21:24:39Z,PT6H28M13S,2023-01-19T05:35:24Z
Ndeb-njC8Ko,"House Resources, Recreation and Development (01/18/23)",yes,"Resources, Recreation and Development",2023-01-18,title,yes,2023-01-18 09:05:02,2023-01-18T14:05:02Z,2023-01-18T17:39:08Z,PT3H34M5S,2023-01-19T06:12:09Z
0l0i0o30Awg,House Finance Division II (01/18/23),yes,Finance Division II,2023-01-18,title,yes,2023-01-18 12:58:22,2023-01-18T17:58:22Z,2023-01-18T18:42:18Z,PT44M1S,2023-01-19T06:50:56Z
iq-HKjtSnHU,House Finance Division I (01/18/23),yes,Finance Division I,2023-01-18,title,yes,2023-01-18 12:58:31,2023-01-18T17:58:31Z,2023-01-18T18:54:24Z,PT55M50S,2023-01-19T07:07:58Z
3Vdoll4D7mA,House Finance Division III (01/18/23),yes,Finance Division III,2023-01-18,title,yes,2023-01-18 12:59:52,2023-01-18T17:59:52Z,2023-01-18T19:01:22Z,PT1H1M31S,2023-01-19T07:21:45Z
8ZZGUJCEkrM,House Criminal Justice and Public Safety (01/18/23),yes,Criminal Justice and Public Safety,2023-01-18,title,yes,2023-01-18 09:59:07,2023-01-18T14:59:07Z,2023-01-18T18:25:45Z,PT3H26M44S,2023-01-19T09:30:01Z
3jTghu2gL5E,House Executive Departments and Administration (01/19/23),yes,Executive Departments and Administration,2023-01-19,title,yes,2023-01-19 09:59:17,2023-01-19T14:59:17Z,2023-01-19T20:10:18Z,PT5H10M53S,2023-01-19T20:43:37Z
OUMZ11E9dtw,House Education (01/19/23),yes,Education,2023-01-19,title,yes,2023-01-19 09:29:12,2023-01-19T14:29:12Z,2023-01-19T20:21:48Z,PT5H52M41S,2023-01-19T21:45:25Z
0-40nuYUH0Q,House Municipal and County Government (01/19/23),yes,Municipal and County Government,2023-01-19,title,yes,2023-01-19 10:33:52,2023-01-19T15:33:52Z,2023-01-19T21:17:36Z,PT5H40M,2023-01-19T22:06:39Z
rsWoQZM_5j4,"House Labor, Industrial and Rehabilitative Services (01/19/23)",yes,"Labor, Industrial and Rehabilitative Services",2023-01-19,title,yes,2023-01-19 09:58:57,2023-01-19T14:58:57Z,2023-01-19T20:56:49Z,PT5H57M40S,2023-01-19T22:18:01Z
a9iqYhIVaA8,House Judiciary (01/19/23),yes,Judiciary,2023-01-19,title,yes,2023-01-19 08:59:22,2023-01-19T13:59:22Z,2023-01-19T21:34:59Z,PT7H35M25S,2023-01-20T00:28:51Z
kG22Efx4BF0,House Criminal Justice and Public Safety (01/19/23),yes,Criminal Justice and Public Safety,2023-01-19,title,yes,2023-01-19 09:59:12,2023-01-19T14:59:12Z,2023-01-19T17:15:36Z,PT2H16M31S,2023-01-20T05:38:28Z
txHU11p9KB0,"House Science, Technology and Energy (01/19/23)",yes,"Science, Technology and Energy",2023-01-19,title,yes,2023-01-19 10:27:37,2023-01-19T15:27:37Z,2023-01-19T19:14:19Z,PT3H46M30S,2023-01-20T07:48:31Z
f-Lg5f9IXIY,House Criminal Justice and Public Safety (01/20/23),yes,Criminal Justice and Public Safety,2023-01-20,title,yes,2023-01-20 09:57:36,2023-01-20T14:57:36Z,2023-01-20T20:27:17Z,PT5H29M44S,2023-01-20T21:25:02Z
nrnr8EJvmts,House State-Federal Relations and Veterans Affairs (01/20/23),yes,State-Federal Relations and Veterans Affairs,2023-01-20,title,yes,2023-01-20 09:29:27,2023-01-20T14:29:27Z,2023-01-20T20:40:14Z,PT6H10M41S,2023-01-20T21:34:31Z
5AoQDA7pXKI,Administrative Rules (01/20/2023),yes,Administrative Rules,2023-01-20,title,yes,2023-01-20 08:55:22,2023-01-20T13:55:22Z,2023-01-20T14:51:30Z,PT56M21S,2023-01-21T04:36:56Z
kfnuErQwytA,House Finance (01/24/23),yes,Finance,2023-01-24,title,yes,2023-01-24 09:58:46,2023-01-24T14:58:46Z,2023-01-24T19:20:48Z,PT4H22M11S,2023-01-24T20:01:56Z
ME88g3oEiGo,House Transportation (01/24/23),yes,Transportation,2023-01-24,title,yes,2023-01-24 09:01:47,2023-01-24T14:01:47Z,2023-01-24T19:46:19Z,PT5H44M41S,2023-01-24T20:35:41Z
XVLu9khcPxQ,House Election Law (01/24/23),yes,Election Law,2023-01-24,title,yes,2023-01-24 09:58:27,2023-01-24T14:58:27Z,2023-01-24T20:14:43Z,PT5H16M16S,2023-01-24T20:56:43Z
fPwvM5ZIBVY,House Ways and Means (01/24/23),yes,Ways and Means,2023-01-24,title,yes,2023-01-24 09:58:21,2023-01-24T14:58:21Z,2023-01-24T20:11:18Z,PT5H12M56S,2023-01-24T21:00:12Z
qHnPO3KVc4I,"House Science, Technology and Energy (01/24/23)",yes,"Science, Technology and Energy",2023-01-24,title,yes,2023-01-24 08:59:52,2023-01-24T13:59:52Z,2023-01-24T20:41:24Z,PT6H41M19S,2023-01-24T21:41:16Z
L2VyakzUj6A,House Education (01/24/23),yes,Education,2023-01-24,title,yes,2023-01-24 08:58:42,2023-01-24T13:58:42Z,2023-01-24T21:06:40Z,PT7H7M55S,2023-01-24T21:55:15Z
ZRyJEhMyObo,House Environment and Agriculture (01/24/23),yes,Environment and Agriculture,2023-01-24,title,yes,2023-01-24 09:58:47,2023-01-24T14:58:47Z,2023-01-24T21:27:11Z,PT6H28M26S,2023-01-24T23:25:39Z
lLdVgE1TibQ,House Children and Family Law (01/24/23),yes,Children and Family Law,2023-01-24,title,yes,2023-01-24 09:29:12,2023-01-24T14:29:12Z,2023-01-24T21:28:10Z,PT6H58M56S,2023-01-25T00:08:23Z
503YpYY226o,House Executive Departments and Administration (01/25/23),yes,Executive Departments and Administration,2023-01-25,title,yes,2023-01-25 08:59:31,2023-01-25T13:59:31Z,2023-01-25T19:42:27Z,PT5H42M47S,2023-01-25T20:38:29Z
SGeITrNgPag,House Ways and Means (01/25/23),yes,Ways and Means,2023-01-25,title,yes,2023-01-25 09:59:02,2023-01-25T14:59:02Z,2023-01-25T20:10:21Z,PT5H11M27S,2023-01-25T21:05:31Z
DT8u3oDc8kw,House Education (01/25/23),yes,Education,2023-01-25,title,yes,2023-01-25 08:58:21,2023-01-25T13:58:21Z,2023-01-25T20:41:49Z,PT6H43M29S,2023-01-25T21:42:47Z
HVlbgtSAzxU,House Public Works and Highways (01/25/23),yes,Public Works and Highways,2023-01-25,title,yes,2023-01-25 09:57:12,2023-01-25T14:57:12Z,2023-01-25T20:58:15Z,PT6H33S,2023-01-25T21:42:58Z
bAEvHYZUvgg,House Commerce and Consumer Affairs (01/25/23),yes,Commerce and Consumer Affairs,2023-01-25,title,yes,2023-01-25 08:58:51,2023-01-25T13:58:51Z,2023-01-25T21:10:58Z,PT7H12M6S,2023-01-25T22:30:16Z
gmGui-E0BNA,"House Resources, Recreation and Development (01/25/23)",yes,"Resources, Recreation and Development",2023-01-25,title,yes,2023-01-25 08:58:11,2023-01-25T13:58:11Z,2023-01-25T19:41:02Z,PT5H42M48S,2023-01-25T22:31:26Z
oI-mGatHQMU,"House Health, Human Services and Elderly Affairs (01/25/23)",yes,"Health, Human Services and Elderly Affairs",2023-01-25,title,yes,2023-01-25 08:58:46,2023-01-25T13:58:46Z,2023-01-25T21:30:28Z,PT7H31M24S,2023-01-25T22:34:07Z
wsZ55ew-0rg,House Judiciary (01/25/23),yes,Judiciary,2023-01-25,title,yes,2023-01-25 08:59:32,2023-01-25T13:59:32Z,2023-01-25T21:38:08Z,PT7H38M48S,2023-01-25T23:35:03Z
XbPCZ9n7Zgo,House Municipal and County Government (01/25/23),yes,Municipal and County Government,2023-01-25,title,yes,2023-01-25 10:27:06,2023-01-25T15:27:06Z,2023-01-25T16:48:15Z,PT1H21M5S,2023-01-26T04:59:43Z
ItHFlU0culQ,House Finance Division II (01/25/23),yes,Finance Division II,2023-01-25,title,yes,2023-01-25 09:56:57,2023-01-25T14:56:57Z,2023-01-25T17:26:01Z,PT2H29M6S,2023-01-26T05:49:31Z
EkiqMupeQX0,House Executive Departments and Administration (01/26/23),yes,Executive Departments and Administration,2023-01-26,title,yes,2023-01-26 08:59:37,2023-01-26T13:59:37Z,2023-01-26T20:10:27Z,PT6H10M56S,2023-01-26T20:47:34Z
A7kxa_zdzfk,"House Labor, Industrial and Rehabilitative Services (01/26/23)",yes,"Labor, Industrial and Rehabilitative Services",2023-01-26,title,yes,2023-01-26 09:58:12,2023-01-26T14:58:12Z,2023-01-26T20:32:54Z,PT5H34M44S,2023-01-26T21:25:39Z
pqOCDZgGJrs,House Criminal Justice and Public Service (01/26/23),yes,Criminal Justice and Public Service,2023-01-26,title,yes,2023-01-26 08:57:56,2023-01-26T13:57:56Z,2023-01-26T21:24:07Z,PT7H26M11S,2023-01-26T22:57:24Z
sevFyaBnNII,House Municipal and County Government (01/26/23),yes,Municipal and County Government,2023-01-26,title,yes,2023-01-26 09:58:21,2023-01-26T14:58:21Z,2023-01-26T21:01:04Z,PT6H2M51S,2023-01-26T23:13:34Z
rHLFsu_zNyU,House Commerce and Consumer Affairs (01/26/23),yes,Commerce and Consumer Affairs,2023-01-26,title,yes,2023-01-26 09:54:27,2023-01-26T14:54:27Z,2023-01-26T22:33:53Z,PT7H39M26S,2023-01-26T23:51:01Z
V6IY6c_XJwk,House Finance (01/26/23),yes,Finance,2023-01-26,title,yes,2023-01-26 09:58:12,2023-01-26T14:58:12Z,2023-01-26T20:45:29Z,PT5H47M21S,2023-01-27T01:01:39Z
lK3Dk18hml0,House Judiciary (01/26/23),yes,Judiciary,2023-01-26,title,yes,2023-01-26 08:57:37,2023-01-26T13:57:37Z,2023-01-26T23:56:53Z,PT9H59M18S,2023-01-27T02:09:02Z
rtJsYy5fNdY,House Education (01/27/23),yes,Education,2023-01-27,title,yes,2023-01-27 09:12:31,2023-01-27T14:12:31Z,2023-01-27T20:56:52Z,PT6H44M19S,2023-01-27T21:43:56Z
hqRGu-pD5Pw,House State-Federal Relations and Veterans Affairs (01/27/23),yes,State-Federal Relations and Veterans Affairs,2023-01-27,title,yes,2023-01-27 09:29:16,2023-01-27T14:29:16Z,2023-01-27T21:17:42Z,PT6H48M10S,2023-01-27T22:40:01Z
14b-Y-uR7ao,House Criminal Justice and Public Safety (01/27/23),yes,Criminal Justice and Public Safety,2023-01-27,title,yes,2023-01-27 09:29:22,2023-01-27T14:29:22Z,2023-01-27T22:06:45Z,PT7H37M21S,2023-01-27T22:57:35Z
HeAEEe7dDAA,House Executive Departments and Administration (01/27/23),yes,Executive Departments and Administration,2023-01-27,title,yes,2023-01-27 09:59:22,2023-01-27T14:59:22Z,2023-01-27T18:20:55Z,PT3H21M35S,2023-01-28T06:40:55Z
ZG2inXbPLjU,Fiscal Committee (01/27/23),yes,Fiscal Committee,2023-01-27,title,yes,2023-01-27 12:58:31,2023-01-27T17:58:31Z,2023-01-27T20:01:57Z,PT2H3M20S,2023-01-28T08:12:45Z
aJlNCYZ3BeQ,House Legislative Administration (01/30/23),yes,Legislative Administration,2023-01-30,title,yes,2023-01-30 08:59:12,2023-01-30T13:59:12Z,2023-01-30T18:31:10Z,PT4H32M2S,2023-01-30T19:11:34Z
xjSn9cbnYVk,"House Science, Technology and Energy (01/30/23)",yes,"Science, Technology and Energy",2023-01-30,title,yes,2023-01-30 08:59:06,2023-01-30T13:59:06Z,2023-01-30T21:20:55Z,PT7H21M53S,2023-01-31T01:05:05Z
ID_TPOM6IAY,Special Committee on Housing (01/30/2023),yes,Special Committee on Housing,2023-01-30,title,yes,2023-01-30 09:57:16,2023-01-30T14:57:16Z,2023-01-30T16:17:50Z,PT1H20M36S,2023-01-31T04:24:20Z
UgFSDhmV7Bg,House Judiciary (01/30/23),yes,Judiciary,2023-01-30,title,yes,2023-01-30 12:58:22,2023-01-30T17:58:22Z,2023-01-30T20:30:23Z,PT2H32M1S,2023-01-31T09:17:40Z
7J4xgH1UVWU,House Finance Division II (01/31/23),yes,Finance Division II,2023-01-31,title,yes,2023-01-31 09:58:21,2023-01-31T14:58:21Z,2023-01-31T19:13:46Z,PT4H15M26S,2023-01-31T19:46:38Z
VGuLfjELUy0,House Education (01/31/23),yes,Education,2023-01-31,title,yes,2023-01-31 08:57:41,2023-01-31T13:57:41Z,2023-01-31T19:56:05Z,PT5H58M21S,2023-01-31T20:49:31Z
y-XQpNxu8Zw,House Children and Family Law (01/31/23),yes,Children and Family Law,2023-01-31,title,yes,2023-01-31 09:28:47,2023-01-31T14:28:47Z,2023-01-31T20:08:25Z,PT5H39M37S,2023-01-31T20:55:54Z
3fnlT_lQL7w,House Ways and Means (01/31/23),yes,Ways and Means,2023-01-31,title,yes,2023-01-31 09:59:08,2023-01-31T14:59:08Z,2023-01-31T20:08:49Z,PT5H9M38S,2023-01-31T21:03:05Z
jQhKF2ia7FE,House Finance Division I (01/31/23),yes,Finance Division I,2023-01-31,title,yes,2023-01-31 09:58:22,2023-01-31T14:58:22Z,2023-01-31T20:06:43Z,PT5H8M21S,2023-01-31T21:12:48Z
5gezpAK_2Vs,House Election Law (01/31/23),yes,Election Law,2023-01-31,title,yes,2023-01-31 09:59:31,2023-01-31T14:59:31Z,2023-01-31T20:31:03Z,PT5H31M29S,2023-01-31T21:24:31Z
us1eNNjx14Y,House Transportation (01/31/23),yes,Transportation,2023-01-31,title,yes,2023-01-31 09:29:36,2023-01-31T14:29:36Z,2023-01-31T20:02:31Z,PT5H32M42S,2023-01-31T21:51:04Z
pyAqpDPHcAA,House Environment and Agriculture (01/31/23),yes,Environment and Agriculture,2023-01-31,title,yes,2023-01-31 08:59:21,2023-01-31T13:59:21Z,2023-01-31T21:09:54Z,PT7H9M52S,2023-01-31T22:25:37Z
TDVp2RBF51E,"House Science, Technology and Energy (01/31/23)",yes,"Science, Technology and Energy",2023-01-31,title,yes,2023-01-31 08:59:37,2023-01-31T13:59:37Z,2023-01-31T21:36:27Z,PT7H36M53S,2023-01-31T22:46:41Z
LnvmUt_HoEk,House Fish and Game and Marine Resources (01/31/23),yes,Fish and Game and Marine Resources,2023-01-31,title,yes,2023-01-31 09:58:12,2023-01-31T14:58:12Z,2023-01-31T18:13:59Z,PT3H15M46S,2023-02-01T06:30:32Z
Yx6ZuCgjmpQ,House Commerce and Consumer Affairs (01/31/23),yes,Commerce and Consumer Affairs,2023-01-31,title,yes,2023-01-31 13:29:32,2023-01-31T18:29:32Z,2023-01-31T21:14:54Z,PT2H45M30S,2023-02-01T10:07:15Z
3qUueCcggQk,House Finance Division II (02/01/23),yes,Finance Division II,2023-02-01,title,yes,2023-02-01 09:58:17,2023-02-01T14:58:17Z,2023-02-01T19:21:54Z,PT4H23M41S,2023-02-01T20:20:53Z
K_Z2DzSJi04,House Executive Departments and Administration (02/01/23),yes,Executive Departments and Administration,2023-02-01,title,yes,2023-02-01 09:14:17,2023-02-01T14:14:17Z,2023-02-01T19:26:17Z,PT5H11M58S,2023-02-01T20:55:16Z
l4q-Tw9g8UY,House Finance Division III (02/01/23),yes,Finance Division III,2023-02-01,title,yes,2023-02-01 10:58:52,2023-02-01T15:58:52Z,2023-02-01T20:15:37Z,PT4H16M51S,2023-02-01T21:14:39Z
ixAaLH42zmA,"House Resources, Recreation and Development (02/01/23)",yes,"Resources, Recreation and Development",2023-02-01,title,yes,2023-02-01 09:58:07,2023-02-01T14:58:07Z,2023-02-01T20:25:17Z,PT5H27M9S,2023-02-01T21:14:55Z
SbJtinCn6ew,House Municipal and County Government (02/01/23),yes,Municipal and County Government,2023-02-01,title,yes,2023-02-01 09:58:17,2023-02-01T14:58:17Z,2023-02-01T20:06:33Z,PT5H8M20S,2023-02-01T21:23:57Z
CRr2bRm0acM,House Criminal Justice and Public Safety (02/01/23),yes,Criminal Justice and Public Safety,2023-02-01,title,yes,2023-02-01 08:57:36,2023-02-01T13:57:36Z,2023-02-01T19:58:33Z,PT6H30S,2023-02-01T21:30:14Z
_zJCT0cK1mY,House Finance Division I (02/01/23),yes,Finance Division I,2023-02-01,title,yes,2023-02-01 09:58:21,2023-02-01T14:58:21Z,2023-02-01T21:21:49Z,PT6H23M21S,2023-02-01T22:43:43Z
RNf8W8ISjpc,House Education (02/01/23),yes,Education,2023-02-01,title,yes,2023-02-01 09:28:46,2023-02-01T14:28:46Z,2023-02-01T21:08:45Z,PT6H39M59S,2023-02-01T22:48:40Z
BNKsnAKlHeo,House Commerce and Consumer Affairs (02/01/23),yes,Commerce and Consumer Affairs,2023-02-01,title,yes,2023-02-01 10:24:52,2023-02-01T15:24:52Z,2023-02-01T21:25:37Z,PT6H45S,2023-02-01T23:05:28Z
42wTeYbQWn4,"House Health, Human Services and Elderly Affairs (02/01/23)",yes,"Health, Human Services and Elderly Affairs",2023-02-01,title,yes,2023-02-01 08:57:27,2023-02-01T13:57:27Z,2023-02-01T20:39:42Z,PT6H42M3S,2023-02-01T23:21:19Z
fvrpdjzBblM,House Judiciary (02/01/23),yes,Judiciary,2023-02-01,title,yes,2023-02-01 08:58:33,2023-02-01T13:58:33Z,2023-02-01T17:07:00Z,PT3H8M30S,2023-02-02T05:26:03Z
ooiEElUTfzw,House Session (02/02/23),yes,Session,2023-02-02,title,yes,2023-02-02 09:59:21,2023-02-02T14:59:21Z,2023-02-02T16:24:42Z,PT1H25M21S,2023-02-03T05:10:50Z
XcNq9YTv1ug,House Executive Departments and Administration Work Session on HB 620 (02/02/23),yes,Executive Departments and Administration Work Session on HB 620,2023-02-02,title,yes,2023-02-02 12:58:26,2023-02-02T17:58:26Z,2023-02-02T18:20:10Z,PT21M50S,2023-02-03T06:22:23Z
fLvNM7VcCr4,House Commerce and Consumer Affairs (02/02/23),yes,Commerce and Consumer Affairs,2023-02-02,title,yes,2023-02-02 13:29:52,2023-02-02T18:29:52Z,2023-02-02T19:32:31Z,PT1H2M50S,2023-02-03T07:40:52Z
NNCZOvlT-xE,"House Executive Departments and Administration Work Session: HB 250, HB 571, HB 436, HB 449 (2/2/23)",yes,"Executive Departments and Administration Work Session: HB 250, HB 571, HB 436, HB 449",2023-02-02,title,yes,2023-02-02 12:58:36,2023-02-02T17:58:36Z,2023-02-02T20:02:14Z,PT2H3M46S,2023-02-03T08:20:47Z
0GrkpZ_WWzw,"House Health, Human Services and Elderly Affairs (02/02/23)",yes,"Health, Human Services and Elderly Affairs",2023-02-02,title,yes,2023-02-02 13:02:31,2023-02-02T18:02:31Z,2023-02-02T20:17:05Z,PT2H14M31S,2023-02-03T08:44:05Z
wxx23OeT8xQ,House State-Federal Relations and Veterans Affairs (02/03/23),yes,State-Federal Relations and Veterans Affairs,2023-02-03,title,yes,2023-02-03 09:06:16,2023-02-03T14:06:16Z,2023-02-03T20:09:25Z,PT6H2M21S,2023-02-03T21:37:43Z
