video_id,title,title_parsed,parsed_committee,parsed_date,date_from,has_start_time,start_eastern,actual_start_utc,actual_end_utc,duration_iso,published_at
e0bV06242NM,"Resources, Recreation and Development : Work and Executive Sessions (8/25/20)",yes,"Resources, Recreation and Development : Work and Executive Sessions",2020-08-25,title,yes,2020-08-25 10:00:41,2020-08-25T14:00:41Z,2020-08-25T15:26:54Z,PT1H26M10S,2020-08-25T16:02:38Z
daQs-_etepA,Judiciary : Work and Executive Sessions (9/1/20),yes,Judiciary : Work and Executive Sessions,2020-09-01,title,yes,2020-09-01 10:03:15,2020-09-01T14:03:15Z,2020-09-01T15:23:33Z,PT1H20M11S,2020-09-02T03:29:51Z
Aw8QPwwAtyE,Commerce and Consumer Affairs : Work and Executive Sessions (9/1/20),yes,Commerce and Consumer Affairs : Work and Executive Sessions,2020-09-01,title,yes,2020-09-01 14:02:02,2020-09-01T18:02:02Z,2020-09-01T19:53:17Z,PT1H51M11S,2020-09-02T08:03:52Z
xqohAiSgjuE,Commerce and Consumer Affairs : Work and Executive Sessions (9/2/20),yes,Commerce and Consumer Affairs : Work and Executive Sessions,2020-09-02,title,yes,2020-09-02 14:04:03,2020-09-02T18:04:03Z,2020-09-02T20:01:58Z,PT1H57M51S,2020-09-03T08:11:05Z
SOk0QW0y3zc,"Science, Technology and Energy : Work and Executive Sessions (9/3/20)",yes,"Science, Technology and Energy : Work and Executive Sessions",2020-09-03,title,yes,2020-09-03 10:03:07,2020-09-03T14:03:07Z,2020-09-03T14:37:59Z,PT34M46S,2020-09-04T02:41:21Z
KQyzHfJXPnc,"Health, Human Services and Elderly Affairs : Work and Executive Sessions (9/3/20)",yes,"Health, Human Services and Elderly Affairs : Work and Executive Sessions",2020-09-03,title,yes,2020-09-03 14:05:46,2020-09-03T18:05:46Z,2020-09-03T20:00:46Z,PT1H54M56S,2020-09-04T08:16:30Z
uM21q-sVdp0,Municipal and County Government: Work and Executive Sessions (9/10/20),yes,Municipal and County Government: Work and Executive Sessions,2020-09-10,title,yes,2020-09-10 10:10:04,2020-09-10T14:10:04Z,2020-09-10T14:59:30Z,PT49M21S,2020-09-11T03:04:40Z
ocTsd1hIBB0,Election Law : Work and Executive Sessions (9/10/20),yes,Election Law : Work and Executive Sessions,2020-09-10,title,yes,2020-09-10 14:06:04,2020-09-10T18:06:04Z,2020-09-10T20:26:23Z,PT2H20M5S,2020-09-11T08:45:33Z
rEMuj_tM69g,Ways and Means : Work and Executive Sessions (9/11/20),yes,Ways and Means : Work and Executive Sessions,2020-09-11,title,yes,2020-09-11 10:02:40,2020-09-11T14:02:40Z,2020-09-11T15:02:16Z,PT59M31S,2020-09-12T03:07:14Z
lymOceClI5U,Legislative Administration : Work and Executive Sessions (9/11/20),yes,Legislative Administration : Work and Executive Sessions,2020-09-11,title,yes,2020-09-11 14:00:57,2020-09-11T18:00:57Z,2020-09-11T18:50:36Z,PT49M36S,2020-09-12T06:57:29Z
3ReeUGm1nQc,Criminal Justice and Public Safety: Work and Executive Sessions (9/15/20),yes,Criminal Justice and Public Safety: Work and Executive Sessions,2020-09-15,title,yes,2020-09-15 10:05:21,2020-09-15T14:05:21Z,2020-09-15T15:06:01Z,PT1H36S,2020-09-16T03:10:32Z
wL5S9N1wrWg,Executive Departments and Administration : Work and Executive Sessions (9/15/20),yes,Executive Departments and Administration : Work and Executive Sessions,2020-09-15,title,yes,2020-09-15 14:09:59,2020-09-15T18:09:59Z,2020-09-15T19:30:39Z,PT1H20M36S,2020-09-16T07:37:59Z
xMEesNHl0iU,Fish and Game and Marine Resources : Work and Executive Sessions (9/17/20),yes,Fish and Game and Marine Resources : Work and Executive Sessions,2020-09-17,title,yes,2020-09-17 14:09:27,2020-09-17T18:09:27Z,2020-09-17T18:46:48Z,PT27M22S,2020-09-18T06:50:13Z
fbnla_EObQY,"Labor, Industrial and Rehabilitative Services : Work and Executive Sessions (9/18/20)",yes,"Labor, Industrial and Rehabilitative Services : Work and Executive Sessions",2020-09-18,title,NO,,,,PT33M53S,2020-09-18T19:59:18Z
52TFCuOAm9w,Education : Work and Executive Sessions (9/22/20),yes,Education : Work and Executive Sessions,2020-09-22,title,yes,2020-09-22 10:06:12,2020-09-22T14:06:12Z,2020-09-22T15:44:00Z,PT1H37M25S,2020-09-23T03:51:49Z
X29GuwFGk0Q,Children and Family Law : Work and Executive Sessions (9/23/20),yes,Children and Family Law : Work and Executive Sessions,2020-09-23,title,NO,,,,PT42M38S,2020-09-23T16:00:42Z
uqfQNniJH-Q,Environment and Agriculture : Executive Session (9/23/20),yes,Environment and Agriculture : Executive Session,2020-09-23,title,yes,2020-09-23 14:06:36,2020-09-23T18:06:36Z,2020-09-23T18:59:31Z,PT52M51S,2020-09-24T07:08:35Z
utXwkumkZcc,Ways and Means with Senate Ways and Means (11/23/20),yes,Ways and Means with Senate Ways and Means,2020-11-23,title,yes,2020-11-23 10:01:59,2020-11-23T15:01:59Z,2020-11-23T19:53:08Z,PT4H50M41S,2020-11-23T20:11:13Z
C_lkRIYtYOY,Rules (12/16/20),yes,Rules,2020-12-16,title,yes,2020-12-16 10:03:22,2020-12-16T15:03:22Z,2020-12-16T19:42:29Z,PT4H39M1S,2020-12-16T20:05:40Z
ydnPKQZlAOw,Children and Family Law Orientation Meeting 1/11/21,NO,,,title,yes,2021-01-11 13:02:25,2021-01-11T18:02:25Z,2021-01-11T18:56:34Z,PT54M11S,2021-01-12T06:59:59Z
YFERSxKR5P4,Commerce and Consumer Affairs Orientation Meeting 1/12/21,NO,,,title,yes,2021-01-12 10:07:22,2021-01-12T15:07:22Z,2021-01-12T19:12:18Z,PT4H4M56S,2021-01-12T19:33:54Z
lP75CHzAopU,Ways and Means Orientation Meeting 1/12/21,NO,,,title,yes,2021-01-12 10:15:15,2021-01-12T15:15:15Z,2021-01-12T16:45:58Z,PT1H30M41S,2021-01-13T04:57:54Z
rZh9slrWPUc,Criminal Justice and Public Safety Orientation 1/12/21,NO,,,title,yes,2021-01-12 10:03:19,2021-01-12T15:03:19Z,2021-01-12T17:05:06Z,PT2H1M46S,2021-01-13T05:11:32Z
IJuCmz-ntxk,Judiciary Orientation Meeting 1/13/21,NO,,,title,yes,2021-01-13 10:02:09,2021-01-13T15:02:09Z,2021-01-13T16:04:42Z,PT1H2M31S,2021-01-14T04:11:39Z
gNOxdMsDTuQ,State-Federal Relations and Veterans Affairs 1/13/21,NO,,,title,yes,2021-01-13 10:02:20,2021-01-13T15:02:20Z,2021-01-13T16:59:44Z,PT1H57M21S,2021-01-14T05:08:36Z
6ooFT78ssLI,Commerce and Consumer Affairs Orientation Meeting 1/13/21,NO,,,title,yes,2021-01-13 09:16:22,2021-01-13T14:16:22Z,2021-01-13T17:14:39Z,PT2H58M20S,2021-01-14T05:27:39Z
lqmQV0RtRp0,Executive Departments and Administration Orientation Meeting 1/13/21,NO,,,title,yes,2021-01-13 10:03:55,2021-01-13T15:03:55Z,2021-01-13T18:57:50Z,PT3H53M49S,2021-01-14T07:17:55Z
qwVN6m1Adgc,Environment and Agriculture Orientation Meeting 1/13/21,NO,,,title,yes,2021-01-13 13:05:12,2021-01-13T18:05:12Z,2021-01-13T19:49:22Z,PT1H44M5S,2021-01-14T07:57:17Z
gtPFXHuwlgw,Education Orientation Meeting 1/14/21,NO,,,title,yes,2021-01-14 08:49:21,2021-01-14T13:49:21Z,2021-01-14T13:57:21Z,PT7M51S,2021-01-15T01:58:23Z
GrTdHEAssVc,Executive Departments and Administration Orientation 1/14/21,NO,,,title,yes,2021-01-14 10:07:57,2021-01-14T15:07:57Z,2021-01-14T16:22:28Z,PT1H14M31S,2021-01-15T04:26:45Z
IRpUu3WtNGw,Municipal and County Government Committee Orientation (1/14/21),yes,Municipal and County Government Committee Orientation,2021-01-14,title,yes,2021-01-14 10:02:24,2021-01-14T15:02:24Z,2021-01-14T16:33:24Z,PT1H30M56S,2021-01-15T04:42:27Z
0i3tx2VknPo,Public Works and Highways Orientation Meeting 1/14/21,NO,,,title,yes,2021-01-14 09:01:36,2021-01-14T14:01:36Z,2021-01-14T17:42:34Z,PT3H40M56S,2021-01-15T06:00:14Z
sjn9-ZRA_3k,Fish and Game Orientation Meeting,NO,,,title,yes,2021-01-14 13:03:12,2021-01-14T18:03:12Z,2021-01-14T19:52:38Z,PT1H49M25S,2021-01-15T08:12:38Z
jJIScoYO6HU,Health and Human Services and Elderly Affairs Orientation Meeting 1/15/21,NO,,,title,yes,2021-01-15 09:05:17,2021-01-15T14:05:17Z,2021-01-15T15:05:03Z,PT59M41S,2021-01-16T03:08:14Z
zYIi2hwbidw,Election Law Orientation Meeting 1/15/21,NO,,,title,yes,2021-01-15 10:08:24,2021-01-15T15:08:24Z,2021-01-15T16:58:28Z,PT1H50M6S,2021-01-16T05:05:25Z
hlg9GlaG54g,"Resources, Recreation, and Development Orientation Meeting 1/15/21",NO,,,title,yes,2021-01-15 10:07:26,2021-01-15T15:07:26Z,2021-01-15T17:06:18Z,PT1H58M51S,2021-01-16T05:17:30Z
y0b_8SUIWNA,"Science, Technology, and Energy Orientation Meeting 1/15/21",NO,,,title,yes,2021-01-15 10:01:46,2021-01-15T15:01:46Z,2021-01-15T18:06:50Z,PT3H5M1S,2021-01-16T06:31:24Z
RL16NeTxI_4,Legislative Administration Orientation Meeting 1/15/21,NO,,,title,yes,2021-01-15 13:03:21,2021-01-15T18:03:21Z,2021-01-15T19:01:37Z,PT58M16S,2021-01-16T07:08:23Z
8KplccSPTLE,Ways and Means Economic Briefing (1/19/21),yes,Ways and Means Economic Briefing,2021-01-19,title,yes,2021-01-19 09:01:20,2021-01-19T14:01:20Z,2021-01-19T20:11:42Z,PT6H10M21S,2021-01-19T20:45:07Z
s96IfyZq2TQ,Ways and Means Economic Briefing,NO,,,title,yes,2021-01-20 09:00:47,2021-01-20T14:00:47Z,2021-01-20T19:45:43Z,PT5H44M51S,2021-01-20T20:13:52Z
w2U6_YgzA10,"Labor, Industrial, and Rehabilitative Services (1/12/21)",yes,"Labor, Industrial, and Rehabilitative Services",2021-01-12,title,yes,2021-01-20 10:08:34,2021-01-20T15:08:34Z,2021-01-20T16:49:56Z,PT1H41M16S,2021-01-21T05:04:18Z
dloFhlg5MsQ,Election Law 1/22/21,NO,,,title,yes,2021-01-22 10:16:08,2021-01-22T15:16:08Z,2021-01-22T19:43:58Z,PT4H27M41S,2021-01-22T20:04:24Z
2gRuUjqTEUs,"Science, Technology, and Energy Orientation Meeting 1/22/21",NO,,,title,yes,2021-01-22 10:00:31,2021-01-22T15:00:31Z,2021-01-23T00:31:07Z,PT3H26M11S,2021-01-23T06:41:51Z
53pYTYbNFUM,Ways and Means,NO,,,title,yes,2021-01-26 09:02:07,2021-01-26T14:02:07Z,2021-01-26T20:02:54Z,PT6H45S,2021-01-26T20:22:53Z
gG9OUmbwFpA,Judiciary (1/26/21),yes,Judiciary,2021-01-26,title,yes,2021-01-26 09:01:59,2021-01-26T14:01:59Z,2021-01-26T20:08:35Z,PT6H6M31S,2021-01-26T20:37:54Z
4vGs9fcJWHY,Commerce and Consumer Affairs (1/26/21),yes,Commerce and Consumer Affairs,2021-01-26,title,yes,2021-01-26 09:03:26,2021-01-26T14:03:26Z,2021-01-26T19:58:33Z,PT5H55M1S,2021-01-26T20:40:39Z
FGZELjmd0Iw,Education 1/26/21,NO,,,title,yes,2021-01-26 09:34:07,2021-01-26T14:34:07Z,2021-01-26T20:55:05Z,PT6H20M56S,2021-01-26T21:22:12Z
i2OJqhJ5GRU,"Health, Human Services, and Elderly Affairs (1/26/21)",yes,"Health, Human Services, and Elderly Affairs",2021-01-26,title,yes,2021-01-26 09:02:25,2021-01-26T14:02:25Z,2021-01-26T21:33:56Z,PT7H31M28S,2021-01-26T22:04:34Z
AJwg9FNRj3A,Ways and Means,NO,,,title,yes,2021-01-27 09:10:09,2021-01-27T14:10:09Z,2021-01-27T20:03:48Z,PT5H53M36S,2021-01-27T20:40:25Z
B0ZBSh-yhW0,Executive Departments and Administration (1/27/21),yes,Executive Departments and Administration,2021-01-27,title,yes,2021-01-27 09:30:52,2021-01-27T14:30:52Z,2021-01-27T20:21:59Z,PT5H51M1S,2021-01-27T20:42:24Z
6HtsurybE00,Environment and Agriculture (1/27/21),yes,Environment and Agriculture,2021-01-27,title,yes,2021-01-27 11:57:51,2021-01-27T16:57:51Z,2021-01-27T21:19:01Z,PT4H21M26S,2021-01-27T22:00:55Z
6hZsLYAC_tI,"Resources, Recreation, and Development 1/27/21",NO,,,title,yes,2021-01-27 09:04:09,2021-01-27T14:04:09Z,2021-01-27T22:03:22Z,PT7H59M14S,2021-01-27T22:59:34Z
iTpKlVius2s,Criminal Justice and Public Safety 1/27/21,NO,,,title,yes,2021-01-27 09:15:10,2021-01-27T14:15:10Z,2021-01-27T23:53:45Z,PT9H38M36S,2021-01-28T00:32:51Z
uUmfNFjK6gw,Environment and Agriculture (1/27/21),yes,Environment and Agriculture,2021-01-27,title,yes,2021-01-27 09:02:37,2021-01-27T14:02:37Z,2021-01-27T16:57:01Z,PT2H44M12S,2021-01-28T05:04:42Z
l7O2nfDP2ig,Children and Family Law 1/28/21,NO,,,title,yes,2021-01-28 09:30:38,2021-01-28T14:30:38Z,2021-01-28T18:55:46Z,PT4H25M,2021-01-28T19:13:08Z
OkvVodD9MNE,Public Works and Highways Committee 1/28/21,NO,,,title,yes,2021-01-28 09:30:27,2021-01-28T14:30:27Z,2021-01-28T20:02:37Z,PT5H32M6S,2021-01-28T20:32:45Z
1D6bx_-p8pI,Ways and Means Committee 1/28/21,NO,,,title,yes,2021-01-28 09:03:04,2021-01-28T14:03:04Z,2021-01-28T20:34:49Z,PT6H31M41S,2021-01-28T21:05:02Z
vRnmYjoIZO4,"Labor, Industrial, and Rehabilitative Services Committee  1/28/21",NO,,,title,yes,2021-01-28 08:59:46,2021-01-28T13:59:46Z,2021-01-28T20:49:33Z,PT6H49M41S,2021-01-28T21:08:48Z
rn90_s7At98,State-Federal Relations and Veterans Affairs Committee Meeting 1/29/21,NO,,,title,yes,2021-01-29 09:02:57,2021-01-29T14:02:57Z,2021-01-29T20:20:06Z,PT6H17M1S,2021-01-29T20:49:49Z
xfAJcOcvDuM,Transportation Committee Orientation and Public Hearing 1/29/21,NO,,,title,yes,2021-01-29 09:02:57,2021-01-29T14:02:57Z,2021-01-29T20:52:12Z,PT6H49M16S,2021-01-29T21:24:11Z
aWwUoyLzN5s,"Science, Technology, and Energy Committee 1/29/21",NO,,,title,yes,2021-01-29 09:01:41,2021-01-29T14:01:41Z,2021-01-29T22:06:22Z,PT8H4M41S,2021-01-29T22:37:21Z
kwNfwf3zHbI,Election Law (1/29/21),yes,Election Law,2021-01-29,title,yes,2021-01-29 09:31:08,2021-01-29T14:31:08Z,2021-01-29T17:44:45Z,PT3H13M36S,2021-01-30T06:03:47Z
eKwwGcCing8,Fish and Game (2/1/21),yes,Fish and Game,2021-02-01,title,yes,2021-02-01 09:02:36,2021-02-01T14:02:36Z,2021-02-01T20:27:40Z,PT6H24M39S,2021-02-01T20:49:02Z
VR433hl5bW4,Executive Departments and Administration (2/1/21),yes,Executive Departments and Administration,2021-02-01,title,yes,2021-02-01 09:28:52,2021-02-01T14:28:52Z,2021-02-01T20:34:06Z,PT6H5M11S,2021-02-01T20:51:28Z
0EMPhWYmZxA,"Health, Human Services, and Elderly Affairs (2/1/21)",yes,"Health, Human Services, and Elderly Affairs",2021-02-01,title,yes,2021-02-01 09:09:11,2021-02-01T14:09:11Z,2021-02-01T21:03:59Z,PT6H54M46S,2021-02-01T21:29:31Z
iCZbJGoOGVE,"Science, Technology, and Energy 2/1/21",NO,,,title,yes,2021-02-01 10:01:41,2021-02-01T15:01:41Z,2021-02-01T22:00:07Z,PT6H58M21S,2021-02-01T22:38:22Z
rMPbVugGnFg,Municipal and County Government 2/1/21,NO,,,title,yes,2021-02-01 09:17:05,2021-02-01T14:17:05Z,2021-02-01T18:00:25Z,PT3H43M21S,2021-02-02T06:13:16Z
rAW3AdMHatM,Judiciary (2/2/21),yes,Judiciary,2021-02-02,title,yes,2021-02-02 09:03:04,2021-02-02T14:03:04Z,2021-02-02T14:04:11Z,PT1M6S,2021-02-02T14:05:39Z
sFM7I8wBwg4,"Health, Human Services, and Elderly Affairs (2/2/21)",yes,"Health, Human Services, and Elderly Affairs",2021-02-02,title,yes,2021-02-02 09:05:52,2021-02-02T14:05:52Z,2021-02-02T18:39:42Z,PT4H33M43S,2021-02-02T19:05:38Z
A_YR1FfdFHA,Ways and Means (2/2/21),yes,Ways and Means,2021-02-02,title,yes,2021-02-02 09:01:54,2021-02-02T14:01:54Z,2021-02-02T19:05:01Z,PT5H3M2S,2021-02-02T19:37:04Z
qFCUmXXkUoU,Commerce 2/2/21,NO,,,title,yes,2021-02-02 09:04:10,2021-02-02T14:04:10Z,2021-02-02T20:25:32Z,PT6H21M19S,2021-02-02T21:06:33Z
t22M3g-oz4Q,Judiciary (2/2/21),yes,Judiciary,2021-02-02,title,yes,2021-02-02 09:04:28,2021-02-02T14:04:28Z,2021-02-02T20:36:45Z,PT6H32M16S,2021-02-02T21:09:36Z
byME6vPFS3U,Education (2/2/21),yes,Education,2021-02-02,title,yes,2021-02-02 08:59:04,2021-02-02T13:59:04Z,2021-02-02T22:13:28Z,PT8H14M21S,2021-02-02T23:00:20Z
XP0xRkKsZW8,Commerce and Consumer Affairs (2/3/21),yes,Commerce and Consumer Affairs,2021-02-03,title,yes,2021-02-03 09:04:20,2021-02-03T14:04:20Z,2021-02-03T20:29:48Z,PT6H25M26S,2021-02-03T21:00:52Z
bNXSaOj6uG4,Children and Family Law (2/3/21),yes,Children and Family Law,2021-02-03,title,yes,2021-02-03 09:31:45,2021-02-03T14:31:45Z,2021-02-03T20:59:13Z,PT6H27M26S,2021-02-03T21:26:23Z
JBxXgDb1ZdU,Environment and Agriculture Committee (2/3/21),yes,Environment and Agriculture Committee,2021-02-03,title,yes,2021-02-03 09:05:48,2021-02-03T14:05:48Z,2021-02-03T21:49:46Z,PT7H43M56S,2021-02-03T22:34:33Z
cEpSXMK9Jno,"Resources, Recreation, and Development (2/3/21)",yes,"Resources, Recreation, and Development",2021-02-03,title,yes,2021-02-03 09:04:21,2021-02-03T14:04:21Z,2021-02-03T22:03:50Z,PT7H59M26S,2021-02-03T22:41:54Z
XdoiXj4cKYQ,Ways and Means (2/3/21),yes,Ways and Means,2021-02-03,title,yes,2021-02-03 09:03:08,2021-02-03T14:03:08Z,2021-02-03T16:41:03Z,PT2H37M51S,2021-02-04T04:54:41Z
TtGPX818cgk,Ways and Means (2/4/21),yes,Ways and Means,2021-02-04,title,yes,2021-02-04 09:36:03,2021-02-04T14:36:03Z,2021-02-04T19:38:00Z,PT4H54M25S,2021-02-04T20:08:36Z
AhmlIMJDf1o,Education (2/4/21),yes,Education,2021-02-04,title,yes,2021-02-04 09:04:04,2021-02-04T14:04:04Z,2021-02-04T20:27:25Z,PT6H23M16S,2021-02-04T21:07:59Z
svicKsWJE7w,Executive Departments and Administration (2/4/21),yes,Executive Departments and Administration,2021-02-04,title,yes,2021-02-04 09:31:18,2021-02-04T14:31:18Z,2021-02-04T20:46:50Z,PT6H15M31S,2021-02-04T21:13:01Z
r0mo0k1N77w,"Labor, Industrial, and Rehabilitative Services Committee  (2/4/21)",yes,"Labor, Industrial, and Rehabilitative Services Committee",2021-02-04,title,yes,2021-02-04 09:01:33,2021-02-04T14:01:33Z,2021-02-04T21:22:02Z,PT7H20M26S,2021-02-04T21:58:04Z
xKBTdsRImoo,Election Law (2/5/21),yes,Election Law,2021-02-05,title,yes,2021-02-05 09:33:01,2021-02-05T14:33:01Z,2021-02-05T19:27:45Z,PT4H54M56S,2021-02-05T19:54:21Z
wpbqvjOxJPk,Transportation (2/5/21),yes,Transportation,2021-02-05,title,yes,2021-02-05 09:06:04,2021-02-05T14:06:04Z,2021-02-05T20:31:13Z,PT6H25M1S,2021-02-05T21:09:51Z
ePkLIC0Q1aE,Criminal Justice and Public Safety (2/5/21),yes,Criminal Justice and Public Safety,2021-02-05,title,yes,2021-02-05 09:03:13,2021-02-05T14:03:13Z,2021-02-05T23:05:08Z,PT9H1M56S,2021-02-05T23:49:04Z
joGmJ_Har9c,Executive Departments and Administration (2/8/21),yes,Executive Departments and Administration,2021-02-08,title,yes,2021-02-08 09:30:53,2021-02-08T14:30:53Z,2021-02-08T20:41:06Z,PT6H10M6S,2021-02-08T21:12:51Z
ccJwEfWAEtc,"Health, Human Services, and Elderly Affairs (2/8/21)",yes,"Health, Human Services, and Elderly Affairs",2021-02-08,title,yes,2021-02-08 09:03:17,2021-02-08T14:03:17Z,2021-02-08T21:12:09Z,PT7H8M46S,2021-02-08T21:37:58Z
QtFVkiHM41g,"Science, Technology, and Energy (2/8/21)",yes,"Science, Technology, and Energy",2021-02-08,title,yes,2021-02-08 10:01:33,2021-02-08T15:01:33Z,2021-02-08T22:10:03Z,PT7H8M26S,2021-02-08T22:44:30Z
9UbTHc_dNx8,Criminal Justice and Public Safety 2/8/21,NO,,,title,yes,2021-02-08 09:02:53,2021-02-08T14:02:53Z,2021-02-08T22:37:35Z,PT8H34M36S,2021-02-08T23:18:00Z
VsYWttyjBs0,Municipal and County Government (2/8/21),yes,Municipal and County Government,2021-02-08,title,yes,2021-02-08 09:00:43,2021-02-08T14:00:43Z,2021-02-08T17:56:39Z,PT3H55M51S,2021-02-09T06:09:45Z
vme_8c0tS9E,Municipal and County Government (2/9/21),yes,Municipal and County Government,2021-02-09,title,yes,2021-02-09 09:05:25,2021-02-09T14:05:25Z,2021-02-09T20:58:03Z,PT6H52M36S,2021-02-09T21:17:26Z
_CpyP7OlQAk,Commerce and Consumer Affairs (2/9/21),yes,Commerce and Consumer Affairs,2021-02-09,title,yes,2021-02-09 09:01:37,2021-02-09T14:01:37Z,2021-02-09T21:14:56Z,PT7H13M16S,2021-02-09T21:48:08Z
1xoHE-6ed_g,Education (2/9/21),yes,Education,2021-02-09,title,yes,2021-02-09 09:01:52,2021-02-09T14:01:52Z,2021-02-09T21:04:15Z,PT7H2M20S,2021-02-09T21:53:46Z
EN0tyUdeJyQ,Judiciary (2/9/21),yes,Judiciary,2021-02-09,title,yes,2021-02-09 09:02:20,2021-02-09T14:02:20Z,2021-02-09T21:16:11Z,PT7H13M46S,2021-02-09T21:55:34Z
NvnQRbHRwBI,House Finance Committee,NO,,,title,yes,2021-02-09 09:00:42,2021-02-09T14:00:42Z,2021-02-09T16:35:42Z,PT2H34M56S,2021-02-10T04:51:51Z
yJjKkgUBueQ,Ways and Means (2/9/21),yes,Ways and Means,2021-02-09,title,yes,2021-02-09 09:03:04,2021-02-09T14:03:04Z,2021-02-09T17:54:24Z,PT3H50M53S,2021-02-10T06:17:37Z
nZv31OJ4ywI,Commerce and Consumer Affairs (2/10/21),yes,Commerce and Consumer Affairs,2021-02-10,title,yes,2021-02-10 09:00:53,2021-02-10T14:00:53Z,2021-02-10T20:28:01Z,PT6H27M,2021-02-10T21:13:36Z
ong7YEfqYeo,Judiciary (2/10/21),yes,Judiciary,2021-02-10,title,yes,2021-02-10 09:00:37,2021-02-10T14:00:37Z,2021-02-10T21:08:40Z,PT7H7M59S,2021-02-10T21:41:48Z
PDGZtlTXZew,Criminal Justice and Public Safety (2/10/21),yes,Criminal Justice and Public Safety,2021-02-10,title,yes,2021-02-10 09:04:46,2021-02-10T14:04:46Z,2021-02-10T21:24:05Z,PT7H19M15S,2021-02-10T21:44:59Z
eEYr47MucIM,"Resources, Recreation, and Development (2/10/21)",yes,"Resources, Recreation, and Development",2021-02-10,title,yes,2021-02-10 09:02:36,2021-02-10T14:02:36Z,2021-02-10T21:03:32Z,PT7H55S,2021-02-10T21:56:11Z
eCgZt8XB3Fc,Ways and Means (2/10/21),yes,Ways and Means,2021-02-10,title,yes,2021-02-10 09:00:54,2021-02-10T14:00:54Z,2021-02-10T17:21:27Z,PT3H20M26S,2021-02-11T05:39:23Z
