bill,body,committee,proceeding,sched_date,sched_time,venue,tier,bills_in_slot,match,video_id,video_title,stream_start,predicted_offset,watch_url,candidates,observed_start,observed_end,notes
HB107,H,Criminal Justice and Public Safety,executive session,2023-03-10,10:00,LOB 202-204,C-shared-slot,5,single video,XX4QMfeApP4,House Criminal Justice and Public Safety (03/10/23),08:58:42,1:01:18,https://www.youtube.com/watch?v=XX4QMfeApP4&t=3378s,,,,
HB287,H,Criminal Justice and Public Safety,executive session,2023-03-10,10:00,LOB 202-204,C-shared-slot,5,single video,XX4QMfeApP4,House Criminal Justice and Public Safety (03/10/23),08:58:42,1:01:18,https://www.youtube.com/watch?v=XX4QMfeApP4&t=3378s,,,,
HB305,H,Criminal Justice and Public Safety,executive session,2023-03-10,10:00,LOB 202-204,C-shared-slot,5,single video,XX4QMfeApP4,House Criminal Justice and Public Safety (03/10/23),08:58:42,1:01:18,https://www.youtube.com/watch?v=XX4QMfeApP4&t=3378s,,,,
HB397,H,"Health, Human Services and Elderly Affairs",executive session,2023-03-10,10:00,LOB 202-204,A-unique-slot,1,no video found,,,,,,,,,
HB430,H,Education,work session,2023-03-10,10:00,LOB 209,C-shared-slot,2,single video,6gGrWP8uyY0,House Education (03/10/23),09:36:56,0:23:04,https://www.youtube.com/watch?v=6gGrWP8uyY0&t=1084s,,,,
HB436,H,Executive Departments and Administration,work session,2023-03-10,10:00,LOB 212,A-unique-slot,1,single video,He_H6RbozhA,House Executive Departments and Administration (03/10/23),10:59:27,-0:59:27,https://www.youtube.com/watch?v=He_H6RbozhA&t=0s,,,,
HB46,H,Criminal Justice and Public Safety,work session,2023-03-10,10:00,LOB 212,A-unique-slot,1,single video,XX4QMfeApP4,House Criminal Justice and Public Safety (03/10/23),08:58:42,1:01:18,https://www.youtube.com/watch?v=XX4QMfeApP4&t=3378s,,,,
HB470,H,Criminal Justice and Public Safety,executive session,2023-03-10,10:00,LOB 202-204,C-shared-slot,5,single video,XX4QMfeApP4,House Criminal Justice and Public Safety (03/10/23),08:58:42,1:01:18,https://www.youtube.com/watch?v=XX4QMfeApP4&t=3378s,,,,
HB512,H,Criminal Justice and Public Safety,executive session,2023-03-10,10:00,LOB 202-204,C-shared-slot,5,single video,XX4QMfeApP4,House Criminal Justice and Public Safety (03/10/23),08:58:42,1:01:18,https://www.youtube.com/watch?v=XX4QMfeApP4&t=3378s,,,,
HB626,H,Education,work session,2023-03-10,10:00,LOB 209,C-shared-slot,2,single video,6gGrWP8uyY0,House Education (03/10/23),09:36:56,0:23:04,https://www.youtube.com/watch?v=6gGrWP8uyY0&t=1084s,,,,
HB461,H,Executive Departments and Administration,subcommittee work session,2023-03-10,11:00,LOB 306-308,C-shared-slot,2,single video,He_H6RbozhA,House Executive Departments and Administration (03/10/23),10:59:27,0:00:33,https://www.youtube.com/watch?v=He_H6RbozhA&t=0s,,,,
HB559,H,Executive Departments and Administration,subcommittee work session,2023-03-10,11:00,LOB 306-308,C-shared-slot,2,single video,He_H6RbozhA,House Executive Departments and Administration (03/10/23),10:59:27,0:00:33,https://www.youtube.com/watch?v=He_H6RbozhA&t=0s,,,,
HB609,H,"Science, Technology and Energy",public hearing,2023-03-13,09:00,LOB 302-304,A-unique-slot,1,single video,e-QztWzisk4,"House Science, Technology and Energy (03/13/23)",09:01:12,-0:01:12,https://www.youtube.com/watch?v=e-QztWzisk4&t=0s,,,,
HB639,H,Commerce and Consumer Affairs,public hearing,2023-03-13,09:00,LOB 202-204,A-unique-slot,1,no video found,,,,,,,,,
HB142,H,"Science, Technology and Energy",public hearing,2023-03-13,09:10,LOB 302-304,A-unique-slot,1,single video,e-QztWzisk4,"House Science, Technology and Energy (03/13/23)",09:01:12,0:08:48,https://www.youtube.com/watch?v=e-QztWzisk4&t=228s,,,,
HB368,H,"Health, Human Services and Elderly Affairs",executive session,2023-03-13,09:30,LOB 206-208,C-shared-slot,2,single video,TiY7l7nEN5I,"House Health, Human Services and Elderly Affairs (03/13/23)",09:35:21,-0:05:21,https://www.youtube.com/watch?v=TiY7l7nEN5I&t=0s,,,,
HB514,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB515,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB530,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB538,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB539,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB571,H,Executive Departments and Administration,work session,2023-03-13,09:30,LOB 212,A-unique-slot,1,no video found,,,,,,,,,
HB572,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB573,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB619,H,"Health, Human Services and Elderly Affairs",executive session,2023-03-13,09:30,LOB 206-208,C-shared-slot,2,single video,TiY7l7nEN5I,"House Health, Human Services and Elderly Affairs (03/13/23)",09:35:21,-0:05:21,https://www.youtube.com/watch?v=TiY7l7nEN5I&t=0s,,,,
HB649,H,Education,executive session,2023-03-13,09:30,LOB 205-207,C-shared-slot,8,2 videos that day - pick manually,,,,,,House Education (03/13/23) | House Education (03/13/23),,,
HB139,H,"Science, Technology and Energy",executive session,2023-03-13,10:30,LOB 302-304,C-shared-slot,5,single video,e-QztWzisk4,"House Science, Technology and Energy (03/13/23)",09:01:12,1:28:48,https://www.youtube.com/watch?v=e-QztWzisk4&t=5028s,,,,
HB142,H,"Science, Technology and Energy",executive session,2023-03-13,10:30,LOB 302-304,C-shared-slot,5,single video,e-QztWzisk4,"House Science, Technology and Energy (03/13/23)",09:01:12,1:28:48,https://www.youtube.com/watch?v=e-QztWzisk4&t=5028s,,,,
HB257,H,"Science, Technology and Energy",executive session,2023-03-13,10:30,LOB 302-304,C-shared-slot,5,single video,e-QztWzisk4,"House Science, Technology and Energy (03/13/23)",09:01:12,1:28:48,https://www.youtube.com/watch?v=e-QztWzisk4&t=5028s,,,,
HB556,H,"Science, Technology and Energy",executive session,2023-03-13,10:30,LOB 302-304,C-shared-slot,5,single video,e-QztWzisk4,"House Science, Technology and Energy (03/13/23)",09:01:12,1:28:48,https://www.youtube.com/watch?v=e-QztWzisk4&t=5028s,,,,
HB609,H,"Science, Technology and Energy",executive session,2023-03-13,10:30,LOB 302-304,C-shared-slot,5,single video,e-QztWzisk4,"House Science, Technology and Energy (03/13/23)",09:01:12,1:28:48,https://www.youtube.com/watch?v=e-QztWzisk4&t=5028s,,,,
HB494,H,Environment and Agriculture,public hearing,2023-03-13,13:00,LOB 202-204,A-unique-slot,1,no video found,,,,,,,,,
HB1,H,Finance,public hearing,2023-03-13,14:00,Representatives Hall,C-shared-slot,2,single video,HXLRQYYVL50,House Finance (03/13/23),13:58:57,0:01:03,https://www.youtube.com/watch?v=HXLRQYYVL50&t=0s,,,,
HB2,H,Finance,public hearing,2023-03-13,14:00,Representatives Hall,C-shared-slot,2,single video,HXLRQYYVL50,House Finance (03/13/23),13:58:57,0:01:03,https://www.youtube.com/watch?v=HXLRQYYVL50&t=0s,,,,
HB30,S,Executive Departments and Administration,hearing,2023-03-15,09:00,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
SB116,S,Health and Human Services,hearing,2023-03-15,09:00,LOB 101,A-unique-slot,1,single video,hlIMe9DVJmQ,Senate Health and Human Services (03/15/23),09:10:22,-0:10:22,https://www.youtube.com/watch?v=hlIMe9DVJmQ&t=0s,,,,
HB193,S,Executive Departments and Administration,hearing,2023-03-15,09:15,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
SB95,S,Health and Human Services,hearing,2023-03-15,09:20,LOB 101,A-unique-slot,1,single video,hlIMe9DVJmQ,Senate Health and Human Services (03/15/23),09:10:22,0:09:38,https://www.youtube.com/watch?v=hlIMe9DVJmQ&t=278s,,,,
HB109,S,Executive Departments and Administration,hearing,2023-03-15,09:30,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB354,H,Education,executive session,2023-03-15,09:30,LOB 205-207,C-shared-slot,6,single video,XUYtRVbdHU8,House Education (03/15/23),09:29:22,0:00:38,https://www.youtube.com/watch?v=XUYtRVbdHU8&t=0s,,,,
HB452,H,Education,executive session,2023-03-15,09:30,LOB 205-207,C-shared-slot,6,single video,XUYtRVbdHU8,House Education (03/15/23),09:29:22,0:00:38,https://www.youtube.com/watch?v=XUYtRVbdHU8&t=0s,,,,
HB475,H,Children and Family Law,public hearing,2023-03-15,09:30,LOB 305-307,A-unique-slot,1,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:00:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=0s,,,,
HB603,H,Education,executive session,2023-03-15,09:30,LOB 205-207,C-shared-slot,6,single video,XUYtRVbdHU8,House Education (03/15/23),09:29:22,0:00:38,https://www.youtube.com/watch?v=XUYtRVbdHU8&t=0s,,,,
HB621,H,Education,executive session,2023-03-15,09:30,LOB 205-207,C-shared-slot,6,single video,XUYtRVbdHU8,House Education (03/15/23),09:29:22,0:00:38,https://www.youtube.com/watch?v=XUYtRVbdHU8&t=0s,,,,
HB637,H,Education,executive session,2023-03-15,09:30,LOB 205-207,C-shared-slot,6,single video,XUYtRVbdHU8,House Education (03/15/23),09:29:22,0:00:38,https://www.youtube.com/watch?v=XUYtRVbdHU8&t=0s,,,,
HB640,H,Education,executive session,2023-03-15,09:30,LOB 205-207,C-shared-slot,6,single video,XUYtRVbdHU8,House Education (03/15/23),09:29:22,0:00:38,https://www.youtube.com/watch?v=XUYtRVbdHU8&t=0s,,,,
SB82,S,Health and Human Services,hearing,2023-03-15,09:40,LOB 101,A-unique-slot,1,single video,hlIMe9DVJmQ,Senate Health and Human Services (03/15/23),09:10:22,0:29:38,https://www.youtube.com/watch?v=hlIMe9DVJmQ&t=1478s,,,,
HB409,S,Executive Departments and Administration,hearing,2023-03-15,09:45,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB527,H,Finance,work session,2023-03-15,09:45,LOB 210-211,A-unique-slot,1,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB130,H,Commerce and Consumer Affairs,subcommittee work session,2023-03-15,10:00,LOB 302-304,A-unique-slot,1,single video,ngSKDaaQK64,House Commerce and Consumer Affairs (03/15/23),09:59:27,0:00:33,https://www.youtube.com/watch?v=ngSKDaaQK64&t=0s,,,,
HB195,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB243,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB244,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB25,H,Public Works and Highways,public hearing,2023-03-15,10:00,LOB 201-203,A-unique-slot,1,single video,mKEoMwOl_fY,House Public Works and Highways (03/15/23),09:56:32,0:03:28,https://www.youtube.com/watch?v=mKEoMwOl_fY&t=0s,,,,
HB255,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB262,S,Executive Departments and Administration,hearing,2023-03-15,10:00,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB316,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB387,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB395,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB402,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB463,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB476,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB478,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB496,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HB586,H,Election Law,executive session,2023-03-15,10:00,LOB 206-208,C-shared-slot,13,single video,vgIRvJpQZWw,House Election Law (03/15/23),09:56:27,0:03:33,https://www.youtube.com/watch?v=vgIRvJpQZWw&t=0s,,,,
HCR2,H,Executive Departments and Administration,public hearing,2023-03-15,10:00,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB513,H,Commerce and Consumer Affairs,subcommittee work session,2023-03-15,10:05,LOB 302-304,A-unique-slot,1,single video,ngSKDaaQK64,House Commerce and Consumer Affairs (03/15/23),09:59:27,0:05:33,https://www.youtube.com/watch?v=ngSKDaaQK64&t=33s,,,,
HB10,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HB325,S,Executive Departments and Administration,hearing,2023-03-15,10:15,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB417,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HB438,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HB438,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HB475,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HB499,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HB618,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HR14,H,Children and Family Law,executive session,2023-03-15,10:15,LOB 305-307,C-shared-slot,8,single video,YmoeDPFGXxY,House Children and Family Law (03/15/23),09:29:31,0:45:29,https://www.youtube.com/watch?v=YmoeDPFGXxY&t=2429s,,,,
HB189,H,Public Works and Highways,executive session,2023-03-15,10:30,LOB 201-203,C-shared-slot,4,single video,mKEoMwOl_fY,House Public Works and Highways (03/15/23),09:56:32,0:33:28,https://www.youtube.com/watch?v=mKEoMwOl_fY&t=1708s,,,,
HB361,H,Public Works and Highways,executive session,2023-03-15,10:30,LOB 201-203,C-shared-slot,4,single video,mKEoMwOl_fY,House Public Works and Highways (03/15/23),09:56:32,0:33:28,https://www.youtube.com/watch?v=mKEoMwOl_fY&t=1708s,,,,
HB391,S,Executive Departments and Administration,hearing,2023-03-15,10:30,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB480,H,Public Works and Highways,executive session,2023-03-15,10:30,LOB 201-203,C-shared-slot,4,single video,mKEoMwOl_fY,House Public Works and Highways (03/15/23),09:56:32,0:33:28,https://www.youtube.com/watch?v=mKEoMwOl_fY&t=1708s,,,,
HB49,H,Finance,full committee work session,2023-03-15,10:30,LOB 210-211,A-unique-slot,1,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB511,H,Public Works and Highways,executive session,2023-03-15,10:30,LOB 201-203,C-shared-slot,4,single video,mKEoMwOl_fY,House Public Works and Highways (03/15/23),09:56:32,0:33:28,https://www.youtube.com/watch?v=mKEoMwOl_fY&t=1708s,,,,
HR11,H,Executive Departments and Administration,public hearing,2023-03-15,10:30,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB138,S,Executive Departments and Administration,hearing,2023-03-15,10:45,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB129,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB130,H,Commerce and Consumer Affairs,executive session,2023-03-15,11:00,LOB 302-304,C-shared-slot,2,single video,ngSKDaaQK64,House Commerce and Consumer Affairs (03/15/23),09:59:27,1:00:33,https://www.youtube.com/watch?v=ngSKDaaQK64&t=3333s,,,,
HB206,S,Executive Departments and Administration,hearing,2023-03-15,11:00,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB207,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB311,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB332,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB384,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB445,H,Executive Departments and Administration,executive session,2023-03-15,11:00,LOB 202-204,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB468,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB49,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB494,H,Environment and Agriculture,executive session,2023-03-15,11:00,LOB 202-204,A-unique-slot,1,no video found,,,,,,,,,
HB50,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB506,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB513,H,Commerce and Consumer Affairs,executive session,2023-03-15,11:00,LOB 302-304,C-shared-slot,2,single video,ngSKDaaQK64,House Commerce and Consumer Affairs (03/15/23),09:59:27,1:00:33,https://www.youtube.com/watch?v=ngSKDaaQK64&t=3333s,,,,
HB527,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB541,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB546,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB555,H,Finance,executive session,2023-03-15,11:00,LOB 210-211,C-shared-slot,13,2 divisions - pick manually,,,,,,House Finance (03/15/23) | Senate Finance (03/15/23),,,
HB607,H,Ways and Means,executive session,2023-03-15,11:00,LOB 202-204,A-unique-slot,1,single video,KLRGZXXJ8UY,House Ways and Means (03/15/23),10:58:46,0:01:14,https://www.youtube.com/watch?v=KLRGZXXJ8UY&t=0s,,,,
HB639,H,Commerce and Consumer Affairs,executive session,2023-03-15,11:00,LOB 202-204,A-unique-slot,1,single video,ngSKDaaQK64,House Commerce and Consumer Affairs (03/15/23),09:59:27,1:00:33,https://www.youtube.com/watch?v=ngSKDaaQK64&t=3333s,,,,
HB96,H,Executive Departments and Administration,public hearing,2023-03-15,11:15,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB25,H,Public Works and Highways,full committee work session,2023-03-15,13:00,LOB 201-203,A-unique-slot,1,single video,mKEoMwOl_fY,House Public Works and Highways (03/15/23),09:56:32,3:03:28,https://www.youtube.com/watch?v=mKEoMwOl_fY&t=10708s,,,,
HB428,H,"Health, Human Services and Elderly Affairs",public hearing,2023-03-15,13:30,LOB 306-308,A-unique-slot,1,no video found,,,,,,,,,
HB428,H,"Health, Human Services and Elderly Affairs",executive session,2023-03-15,13:30,LOB 306-308,A-unique-slot,1,no video found,,,,,,,,,
HB190,H,"Labor, Industrial and Rehabilitative Services",executive session,2023-03-15,14:00,LOB 305-307,A-unique-slot,1,single video,zszt25KD-M0,"House Labor, Industrial and Rehabilitative Services (03/15/23)",13:58:56,0:01:04,https://www.youtube.com/watch?v=zszt25KD-M0&t=0s,,,,
HB390,H,Executive Departments and Administration,public hearing,2023-03-15,14:00,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/15/23) | Senate Executive Departments and Administration (03/15/23),,,
HB232,H,"Labor, Industrial and Rehabilitative Services",executive session,2023-03-15,14:15,LOB 305-307,A-unique-slot,1,single video,zszt25KD-M0,"House Labor, Industrial and Rehabilitative Services (03/15/23)",13:58:56,0:16:04,https://www.youtube.com/watch?v=zszt25KD-M0&t=664s,,,,
HB182,H,"Labor, Industrial and Rehabilitative Services",executive session,2023-03-15,14:30,LOB 305-307,A-unique-slot,1,single video,zszt25KD-M0,"House Labor, Industrial and Rehabilitative Services (03/15/23)",13:58:56,0:31:04,https://www.youtube.com/watch?v=zszt25KD-M0&t=1564s,,,,
HB82,H,"Labor, Industrial and Rehabilitative Services",executive session,2023-03-15,15:00,LOB 305-307,A-unique-slot,1,single video,zszt25KD-M0,"House Labor, Industrial and Rehabilitative Services (03/15/23)",13:58:56,1:01:04,https://www.youtube.com/watch?v=zszt25KD-M0&t=3364s,,,,
HB25,H,Public Works and Highways,full committee work session,2023-03-17,10:00,LOB 201-203,A-unique-slot,1,single video,k2qHbXgMq9M,House Public Works and Highways (03/17/23),10:02:37,-0:02:37,https://www.youtube.com/watch?v=k2qHbXgMq9M&t=0s,,,,
HB436,H,Executive Departments and Administration,work session,2023-03-20,09:30,LOB 212,C-shared-slot,2,no video found,,,,,,,,,
HB571,H,Executive Departments and Administration,work session,2023-03-20,09:30,LOB 212,C-shared-slot,2,no video found,,,,,,,,,
HB25,H,Public Works and Highways,executive session,2023-03-20,11:00,LOB 201-203,A-unique-slot,1,single video,N2edJLjqZPc,House Public Works and Highways (03/20/23),09:57:32,1:02:28,https://www.youtube.com/watch?v=N2edJLjqZPc&t=3448s,,,,
HB212,H,"Resources, Recreation and Development",executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,3,no video found,,,,,,,,,
HB230,H,Executive Departments and Administration,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,4,no video found,,,,,,,,,
HB234,H,"Science, Technology and Energy",executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
HB250,H,Executive Departments and Administration,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,4,no video found,,,,,,,,,
HB272,H,Education,executive session,2023-03-20,13:00,LOB 210-211,A-unique-slot,1,no video found,,,,,,,,,
HB276,H,"Resources, Recreation and Development",executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,3,no video found,,,,,,,,,
HB300,H,Environment and Agriculture,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
HB330,H,State-Federal Relations and Veterans Affairs,executive session,2023-03-20,13:00,LOB 210-211,A-unique-slot,1,no video found,,,,,,,,,
HB337,H,Executive Departments and Administration,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,4,no video found,,,,,,,,,
HB347,H,Judiciary,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
HB379,H,Judiciary,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
HB46,H,Criminal Justice and Public Safety,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
HB462,H,Environment and Agriculture,executive session,2023-03-20,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
