video_id,title,title_parsed,parsed_committee,parsed_date,has_start_time,start_eastern,actual_start_utc,actual_end_utc,duration_iso,published_at
wcvrBN1nG8Y,Senate Energy and Natural Resources (04/03/2025),yes,Energy and Natural Resources,2025-04-03,yes,2025-04-03 08:57:27,2025-04-03T12:57:27Z,2025-04-03T14:50:57Z,PT1H53M45S,2025-04-04T02:57:15Z
FCZIFl8OFUc,Senate Judiciary (04/03/2025),yes,Judiciary,2025-04-03,yes,2025-04-03 12:58:11,2025-04-03T16:58:11Z,2025-04-03T18:13:03Z,PT1H14M55S,2025-04-04T06:29:05Z
TwwqHp6LJdU,Senate Children and Family Law (04/03/2025),yes,Children and Family Law,2025-04-03,yes,2025-04-03 09:28:51,2025-04-03T13:28:51Z,2025-04-03T17:24:10Z,PT3H55M36S,2025-04-04T06:33:56Z
moZVrlZlKhk,Senate Energy and Natural Resources (04/08/2025),yes,Energy and Natural Resources,2025-04-08,yes,2025-04-08 08:59:37,2025-04-08T12:59:37Z,2025-04-08T14:23:13Z,PT1H23M50S,2025-04-09T02:38:12Z
d6eq_ZybJe8,Senate Election Law and Municipal Affairs (04/08/2025),yes,Election Law and Municipal Affairs,2025-04-08,yes,2025-04-08 09:13:51,2025-04-08T13:13:51Z,2025-04-08T14:59:42Z,PT1H46M6S,2025-04-09T03:13:33Z
0R2OhSsl1-c,Senate Education (04/08/2025),yes,Education,2025-04-08,yes,2025-04-08 09:13:52,2025-04-08T13:13:52Z,2025-04-08T15:06:03Z,PT1H52M26S,2025-04-09T03:42:21Z
w07QJ6pluxU,Senate Commerce (04/08/2025),yes,Commerce,2025-04-08,yes,2025-04-08 09:28:56,2025-04-08T13:28:56Z,2025-04-08T15:45:31Z,PT2H16M35S,2025-04-09T04:07:30Z
nmQ3hUQurrs,Senate Finance (04/08/2025),yes,Finance,2025-04-08,yes,2025-04-08 13:13:46,2025-04-08T17:13:46Z,2025-04-08T18:12:58Z,PT59M14S,2025-04-09T06:22:29Z
b0u4yp3gQH0,Senate Judiciary (04/08/2025),yes,Judiciary,2025-04-08,yes,2025-04-08 12:58:16,2025-04-08T16:58:16Z,2025-04-08T19:23:20Z,PT2H25M11S,2025-04-09T07:45:03Z
AcPl2C5p6U0,Senate Transportation (04/08/2025),yes,Transportation,2025-04-08,yes,2025-04-08 12:58:21,2025-04-08T16:58:21Z,2025-04-08T20:41:52Z,PT3H43M27S,2025-04-09T09:15:36Z
se-LqlASoxc,Senate Executive Departments and Administration (04/09/2025),yes,Executive Departments and Administration,2025-04-09,yes,2025-04-09 08:58:51,2025-04-09T12:58:51Z,2025-04-09T18:34:40Z,PT5H35M43S,2025-04-09T18:51:08Z
kFDYt-GJYEw,Senate Health and Human Services (04/09/2025),yes,Health and Human Services,2025-04-09,yes,2025-04-09 09:43:37,2025-04-09T13:43:37Z,2025-04-09T19:11:11Z,PT5H27M42S,2025-04-09T19:28:56Z
9z6BpdPmlW0,Senate Energy and Natural Resources (04/10/2025),yes,Energy and Natural Resources,2025-04-10,yes,2025-04-10 08:57:31,2025-04-10T12:57:31Z,2025-04-10T14:11:26Z,PT1H14M11S,2025-04-11T02:17:18Z
vWYWBC-fIJY,Senate Commerce (04/10/2025),yes,Commerce,2025-04-10,yes,2025-04-10 09:28:46,2025-04-10T13:28:46Z,2025-04-10T15:15:13Z,PT1H46M30S,2025-04-11T03:34:02Z
FAT83Q7FwOw,Senate Education (04/10/2025),yes,Education,2025-04-10,yes,2025-04-10 09:14:01,2025-04-10T13:14:01Z,2025-04-10T16:24:14Z,PT3H10M26S,2025-04-11T04:53:55Z
6ew3rAwV7Ik,Senate Judiciary (04/10/2025),yes,Judiciary,2025-04-10,yes,2025-04-10 12:58:51,2025-04-10T16:58:51Z,2025-04-10T18:41:28Z,PT1H42M45S,2025-04-11T06:58:06Z
A-RJeko6-rU,Senate Finance (04/14/2025),yes,Finance,2025-04-14,yes,2025-04-14 12:58:46,2025-04-14T16:58:46Z,2025-04-14T20:23:45Z,PT3H24M51S,2025-04-15T09:10:33Z
JgXyPqjd9BA,Senate Commerce (04/15/2025),yes,Commerce,2025-04-15,yes,2025-04-15 09:30:11,2025-04-15T13:30:11Z,2025-04-15T15:14:24Z,PT1H44M26S,2025-04-16T03:21:15Z
y2cfMjLArVk,Senate Education (04/15/2025),yes,Education,2025-04-15,yes,2025-04-15 09:14:21,2025-04-15T13:14:21Z,2025-04-15T15:18:27Z,PT2H4M11S,2025-04-16T03:25:03Z
UzHKwOvF6N8,Senate Election Law and Municipal Affairs (04/15/2025),yes,Election Law and Municipal Affairs,2025-04-15,yes,2025-04-15 09:14:21,2025-04-15T13:14:21Z,2025-04-15T15:03:32Z,PT1H49M15S,2025-04-16T03:43:18Z
Or6399_V404,Senate Energy and Natural Resources (04/15/2025),yes,Energy and Natural Resources,2025-04-15,yes,2025-04-15 08:59:05,2025-04-15T12:59:05Z,2025-04-15T15:42:56Z,PT2H44M16S,2025-04-16T03:55:06Z
kyj444tCFdo,Senate Finance (04/15/2025),yes,Finance,2025-04-15,yes,2025-04-15 12:58:47,2025-04-15T16:58:47Z,2025-04-15T18:56:43Z,PT1H58M11S,2025-04-16T07:46:19Z
RX5vEquMR3k,Senate Judiciary (04/15/2025),yes,Judiciary,2025-04-15,yes,2025-04-15 12:55:46,2025-04-15T16:55:46Z,2025-04-15T20:24:21Z,PT3H28M31S,2025-04-16T09:02:07Z
rdonr2K8YM4,Senate Ways and Means (04/16/2025),yes,Ways and Means,2025-04-16,yes,2025-04-16 08:57:36,2025-04-16T12:57:36Z,2025-04-16T14:53:11Z,PT1H55M46S,2025-04-17T02:59:13Z
eiykxP91P6g,Senate Executive Departments and Administration (04/16/2025),yes,Executive Departments and Administration,2025-04-16,yes,2025-04-16 08:57:47,2025-04-16T12:57:47Z,2025-04-16T15:21:10Z,PT2H23M31S,2025-04-17T03:48:05Z
fuE1-5mKx9A,Senate Health and Human Services (04/16/2025),yes,Health and Human Services,2025-04-16,yes,2025-04-16 09:39:51,2025-04-16T13:39:51Z,2025-04-16T16:27:19Z,PT2H47M31S,2025-04-17T05:08:07Z
yxPi5e0eL8w,Senate Session (04/17/2025),yes,Session,2025-04-17,yes,2025-04-17 09:58:42,2025-04-17T13:58:42Z,2025-04-17T15:18:00Z,PT1H19M31S,2025-04-18T03:21:59Z
x9V72-IoMjA,Senate Education Finance (04/17/2025),yes,Education Finance,2025-04-17,yes,2025-04-17 12:59:01,2025-04-17T16:59:01Z,2025-04-17T18:08:36Z,PT1H9M51S,2025-04-18T06:22:17Z
YX5sZzt8LCE,Senate Judiciary (04/17/2025),yes,Judiciary,2025-04-17,yes,2025-04-17 12:58:51,2025-04-17T16:58:51Z,2025-04-17T18:54:37Z,PT1H56M1S,2025-04-18T07:23:43Z
WWmT0nD9JTA,Senate Finance (04/18/2025),yes,Finance,2025-04-18,yes,2025-04-18 13:28:22,2025-04-18T17:28:22Z,2025-04-18T19:37:42Z,PT2H9M31S,2025-04-19T08:06:01Z
hrJGe-WwpCU,Senate Finance (04/21/2025),yes,Finance,2025-04-21,yes,2025-04-21 12:58:21,2025-04-21T16:58:21Z,2025-04-21T20:51:41Z,PT3H53M31S,2025-04-22T09:08:49Z
wepO8S8UCYQ,Senate Energy and Natural Resources (04/22/2025),yes,Energy and Natural Resources,2025-04-22,yes,2025-04-22 08:58:56,2025-04-22T12:58:56Z,2025-04-22T14:53:04Z,PT1H54M21S,2025-04-23T03:03:16Z
vFSd90knR4k,Senate Election Law and Municipal Affairs (04/22/2025),yes,Election Law and Municipal Affairs,2025-04-22,yes,2025-04-22 09:14:11,2025-04-22T13:14:11Z,2025-04-22T15:28:12Z,PT2H14M16S,2025-04-23T03:41:14Z
oY_ARMy1DZI,Senate Education (04/22/2025),yes,Education,2025-04-22,yes,2025-04-22 08:56:56,2025-04-22T12:56:56Z,2025-04-22T16:24:58Z,PT3H27M49S,2025-04-23T04:36:34Z
fyKh0KgPgu8,Senate Finance (04/22/2025),yes,Finance,2025-04-22,yes,2025-04-22 12:52:41,2025-04-22T16:52:41Z,2025-04-22T19:14:43Z,PT2H22M9S,2025-04-23T07:29:44Z
d6vIYLaX2ic,Senate Judiciary (04/22/2025),yes,Judiciary,2025-04-22,yes,2025-04-22 12:59:47,2025-04-22T16:59:47Z,2025-04-22T20:30:08Z,PT3H30M35S,2025-04-23T08:56:44Z
dLC6aq5i92w,Senate Health and Human Services (04/23/2025),yes,Health and Human Services,2025-04-23,yes,2025-04-23 08:58:41,2025-04-23T12:58:41Z,2025-04-23T19:39:29Z,PT6H40M47S,2025-04-23T20:04:55Z
5yXyQ7ytANQ,Senate Ways and Means (04/23/2025),yes,Ways and Means,2025-04-23,yes,2025-04-23 09:28:21,2025-04-23T13:28:21Z,2025-04-23T15:03:57Z,PT1H35M40S,2025-04-24T03:22:49Z
zMxmWtRIMt4,Senate Executive Departments and Administration (04/23/2025),yes,Executive Departments and Administration,2025-04-23,yes,2025-04-23 08:56:56,2025-04-23T12:56:56Z,2025-04-23T15:07:17Z,PT2H10M34S,2025-04-24T03:25:03Z
OBmpMcg4Fp8,Senate Education (04/23/2025),yes,Education,2025-04-23,yes,2025-04-23 12:55:26,2025-04-23T16:55:26Z,2025-04-23T18:28:59Z,PT1H33M40S,2025-04-24T06:39:16Z
TINExL5xdaQ,Senate Capital Budget (04/24/2025),yes,Capital Budget,2025-04-24,yes,2025-04-24 08:58:26,2025-04-24T12:58:26Z,2025-04-24T13:49:25Z,PT51M16S,2025-04-25T01:58:54Z
dpQhHWtUzkw,Senate Children and Family Law (04/24/2025),yes,Children and Family Law,2025-04-24,yes,2025-04-24 09:28:51,2025-04-24T13:28:51Z,2025-04-24T16:51:25Z,PT3H22M32S,2025-04-25T05:16:03Z
LLh7dL2tmGI,Senate Health and Human Services (04/24/2025),yes,Health and Human Services,2025-04-24,yes,2025-04-24 12:58:06,2025-04-24T16:58:06Z,2025-04-24T17:41:02Z,PT43M11S,2025-04-25T05:46:08Z
Mqq4_6eTaaw,Senate Commerce (04/24/2025),yes,Commerce,2025-04-24,yes,2025-04-24 12:58:06,2025-04-24T16:58:06Z,2025-04-24T17:43:51Z,PT46M1S,2025-04-25T05:58:03Z
q_bCtfP__Ls,Senate Judiciary (04/24/2025),yes,Judiciary,2025-04-24,yes,2025-04-24 12:58:01,2025-04-24T16:58:01Z,2025-04-24T20:06:54Z,PT3H9M6S,2025-04-25T09:00:40Z
XHriBLQ3nQI,Senate Capital Budget (04/25/2025),yes,Capital Budget,2025-04-25,yes,2025-04-25 08:57:41,2025-04-25T12:57:41Z,2025-04-25T15:01:31Z,PT2H3M20S,2025-04-26T03:45:07Z
COxkJdibUCU,Senate Finance (04/25/2025),yes,Finance,2025-04-25,yes,2025-04-25 12:58:51,2025-04-25T16:58:51Z,2025-04-25T19:45:47Z,PT2H47M11S,2025-04-26T08:03:58Z
BxOaGEXDzQo,Senate Capital Budget (04/28/2025),yes,Capital Budget,2025-04-28,yes,2025-04-28 08:58:51,2025-04-28T12:58:51Z,2025-04-28T14:49:34Z,PT1H50M56S,2025-04-29T03:16:34Z
wnpVyUOKMtw,Senate Finance (04/28/2025),yes,Finance,2025-04-28,yes,2025-04-28 12:58:46,2025-04-28T16:58:46Z,2025-04-28T20:40:26Z,PT3H41M51S,2025-04-29T09:03:11Z
C9Ssi-wL7Eo,Senate Energy and Natural Resources (04/29/2025),yes,Energy and Natural Resources,2025-04-29,yes,2025-04-29 08:58:36,2025-04-29T12:58:36Z,2025-04-29T14:05:16Z,PT1H6M46S,2025-04-30T02:09:56Z
Df2VBCQ_DE8,Senate Election Law and Municipal Affairs (04/29/2025),yes,Election Law and Municipal Affairs,2025-04-29,yes,2025-04-29 09:13:41,2025-04-29T13:13:41Z,2025-04-29T14:50:14Z,PT1H36M28S,2025-04-30T02:58:30Z
qa8nT7C_YEk,Senate Commerce (04/29/2025),yes,Commerce,2025-04-29,yes,2025-04-29 09:30:01,2025-04-29T13:30:01Z,2025-04-29T15:58:15Z,PT2H28M11S,2025-04-30T04:22:15Z
sIQyuPmZ6WU,Senate Education (04/29/2025),yes,Education,2025-04-29,yes,2025-04-29 09:13:41,2025-04-29T13:13:41Z,2025-04-29T15:48:25Z,PT2H34M45S,2025-04-30T04:22:28Z
abhZvzM7c_4,Senate Judiciary (04/29/2025),yes,Judiciary,2025-04-29,yes,2025-04-29 12:58:46,2025-04-29T16:58:46Z,2025-04-29T19:41:09Z,PT2H42M26S,2025-04-30T07:52:14Z
-VP8-UF30ic,Senate Finance (04/29/2025),yes,Finance,2025-04-29,yes,2025-04-29 12:58:46,2025-04-29T16:58:46Z,2025-04-29T19:39:35Z,PT2H41M1S,2025-04-30T08:16:25Z
labp70yJxxA,Senate Ways and Means (04/30/2025),yes,Ways and Means,2025-04-30,yes,2025-04-30 08:57:16,2025-04-30T12:57:16Z,2025-04-30T15:21:09Z,PT2H24M6S,2025-05-01T03:33:18Z
jyu4vhnUDto,Senate Session (05/01/2025),yes,Session,2025-05-01,yes,2025-05-01 09:58:41,2025-05-01T13:58:41Z,2025-05-01T15:59:12Z,PT2H41S,2025-05-02T04:13:04Z
F-cvYCH9Pd0,Senate Education Finance (05/01/2025),yes,Education Finance,2025-05-01,yes,2025-05-01 13:58:46,2025-05-01T17:58:46Z,2025-05-01T18:48:13Z,PT49M35S,2025-05-02T06:53:08Z
uYifaQ1r5Ps,Senate Judiciary (05/06/2025),yes,Judiciary,2025-05-06,yes,2025-05-06 12:58:56,2025-05-06T16:58:56Z,2025-05-06T21:27:40Z,PT4H28M51S,2025-05-06T21:38:49Z
9JYUH8vqVg8,Senate Election Law and Municipal Affairs (05/06/2025),yes,Election Law and Municipal Affairs,2025-05-06,yes,2025-05-06 09:13:46,2025-05-06T13:13:46Z,2025-05-06T15:04:46Z,PT1H51M16S,2025-05-07T03:27:24Z
NJQzsAIslDI,Senate Finance (05/06/2025),yes,Finance,2025-05-06,yes,2025-05-06 12:59:07,2025-05-06T16:59:07Z,2025-05-07T03:15:03Z,PT10H14M21S,2025-05-07T03:44:34Z
xAs2z0MJz1Y,Senate Energy and Natural Resources (05/06/2025),yes,Energy and Natural Resources,2025-05-06,yes,2025-05-06 08:58:46,2025-05-06T12:58:46Z,2025-05-06T15:58:34Z,PT3H5S,2025-05-07T04:14:16Z
5ijLSYYLPBo,Senate Commerce (05/06/2025),yes,Commerce,2025-05-06,yes,2025-05-06 09:28:46,2025-05-06T13:28:46Z,2025-05-06T15:57:17Z,PT2H28M46S,2025-05-07T04:23:52Z
E6-PExEdDx8,Senate Education (05/06/2025),yes,Education,2025-05-06,yes,2025-05-06 09:13:46,2025-05-06T13:13:46Z,2025-05-06T16:25:02Z,PT3H11M31S,2025-05-07T04:49:27Z
rZ8QFMhqSXY,Senate Transportation (05/06/2025),yes,Transportation,2025-05-06,yes,2025-05-06 12:58:56,2025-05-06T16:58:56Z,2025-05-06T17:50:54Z,PT52M11S,2025-05-07T05:56:04Z
jrCr4lDUHzw,Senate Executive Departments and Administration (05/07/2025),yes,Executive Departments and Administration,2025-05-07,yes,2025-05-07 08:58:16,2025-05-07T12:58:16Z,2025-05-07T14:09:43Z,PT1H11M41S,2025-05-08T02:15:15Z
-LJTC9qeQ5k,Senate Ways and Means (05/07/2025),yes,Ways and Means,2025-05-07,yes,2025-05-07 09:28:46,2025-05-07T13:28:46Z,2025-05-07T14:42:31Z,PT1H14M1S,2025-05-08T02:49:08Z
1jKR4ewfQ7I,Senate Health and Human Services (05/07/2025),yes,Health and Human Services,2025-05-07,yes,2025-05-07 09:43:56,2025-05-07T13:43:56Z,2025-05-07T15:03:06Z,PT1H19M21S,2025-05-08T03:16:57Z
9Mv01Z_AsjU,Senate Session (05/08/2025),yes,Session,2025-05-08,yes,2025-05-08 09:58:51,2025-05-08T13:58:51Z,2025-05-08T16:19:52Z,PT2H21M11S,2025-05-09T04:53:58Z
yHVNodc2KZg,Senate Capital Budget (05/08/2025),yes,Capital Budget,2025-05-08,yes,2025-05-08 13:58:51,2025-05-08T17:58:51Z,2025-05-08T18:24:27Z,PT25M51S,2025-05-09T06:26:54Z
HZ0Cnf3EWdg,Senate Children and Family Law (05/08/2025),yes,Children and Family Law,2025-05-08,yes,2025-05-08 13:58:41,2025-05-08T17:58:41Z,2025-05-08T19:46:04Z,PT1H47M36S,2025-05-09T07:53:52Z
fDeSKRZCaoY,Senate Finance (05/09/2025),yes,Finance,2025-05-09,yes,2025-05-09 12:58:36,2025-05-09T16:58:36Z,2025-05-09T18:21:37Z,PT1H23M11S,2025-05-10T06:28:49Z
4oEeQQ8Wots,Senate Finance (05/12/2025),yes,Finance,2025-05-12,yes,2025-05-12 12:58:52,2025-05-12T16:58:52Z,2025-05-12T17:50:10Z,PT51M30S,2025-05-13T05:56:30Z
sIZbqWKkOxQ,Senate Energy and Natural Resources (05/13/2025),yes,Energy and Natural Resources,2025-05-13,yes,2025-05-13 08:58:56,2025-05-13T12:58:56Z,2025-05-13T13:45:21Z,PT46M36S,2025-05-14T01:50:41Z
p1Rfa4AZSHc,Senate Election Law and Municipal Affairs (05/13/2025),yes,Election Law and Municipal Affairs,2025-05-13,yes,2025-05-13 09:13:32,2025-05-13T13:13:32Z,2025-05-13T14:37:03Z,PT1H23M27S,2025-05-14T03:02:16Z
VOfOAu8vUgM,Senate Education (05/13/2025),yes,Education,2025-05-13,yes,2025-05-13 09:13:51,2025-05-13T13:13:51Z,2025-05-13T15:45:17Z,PT2H31M41S,2025-05-14T03:58:56Z
7ip2aHhhRQc,Senate Commerce (05/13/2025),yes,Commerce,2025-05-13,yes,2025-05-13 09:27:31,2025-05-13T13:27:31Z,2025-05-13T15:46:43Z,PT2H19M19S,2025-05-14T03:59:52Z
eDH6OSQIb1c,Senate Finance (05/13/2025),yes,Finance,2025-05-13,yes,2025-05-13 12:58:46,2025-05-13T16:58:46Z,2025-05-13T18:16:21Z,PT1H17M50S,2025-05-14T06:23:11Z
XbOTul2EeOo,Senate Judiciary (05/13/2025),yes,Judiciary,2025-05-13,yes,2025-05-13 12:57:31,2025-05-13T16:57:31Z,2025-05-13T18:48:58Z,PT1H51M39S,2025-05-14T07:05:00Z
9OkjR4DvQto,Senate Session (05/15/2025),yes,Session,2025-05-15,yes,2025-05-15 09:58:51,2025-05-15T13:58:51Z,2025-05-15T19:09:38Z,PT5H10M42S,2025-05-15T19:20:50Z
RvXKj6TiV94,Senate Judiciary (05/15/2025),yes,Judiciary,2025-05-15,yes,2025-05-15 15:28:01,2025-05-15T19:28:01Z,2025-05-15T21:10:53Z,PT1H42M51S,2025-05-16T09:21:06Z
_nZfXJES12Y,Senate Finance (05/16/2025),yes,Finance,2025-05-16,yes,2025-05-16 13:28:41,2025-05-16T17:28:41Z,2025-05-16T18:58:57Z,PT1H30M26S,2025-05-17T07:09:35Z
55qvUay-27E,Senate Finance (05/19/2025),yes,Finance,2025-05-19,yes,2025-05-19 13:29:01,2025-05-19T17:29:01Z,2025-05-19T18:20:29Z,PT51M40S,2025-05-20T06:26:42Z
5dN6eT9noc8,Senate Judiciary (05/20/2025),yes,Judiciary,2025-05-20,yes,2025-05-20 12:58:51,2025-05-20T16:58:51Z,2025-05-20T18:17:34Z,PT1H16M40S,2025-05-21T06:23:43Z
vL-WesL40eg,Senate Finance (05/20/2025),yes,Finance,2025-05-20,yes,2025-05-20 13:28:46,2025-05-20T17:28:46Z,2025-05-20T18:25:34Z,PT55M16S,2025-05-21T06:29:50Z
HsSd9fr2ZH8,Senate Ways and Means (05/21/2025),yes,Ways and Means,2025-05-21,yes,2025-05-21 08:58:51,2025-05-21T12:58:51Z,2025-05-21T13:10:08Z,PT11M31S,2025-05-21T13:12:38Z
9J480y0LiGI,Senate Health and Human Services (05/21/2025),yes,Health and Human Services,2025-05-21,yes,2025-05-21 09:44:01,2025-05-21T13:44:01Z,2025-05-21T14:18:17Z,PT34M31S,2025-05-22T02:21:43Z
raLr1kmwmG8,Senate Finance (05/21/2025),yes,Finance,2025-05-21,yes,2025-05-21 10:58:47,2025-05-21T14:58:47Z,2025-05-21T16:34:46Z,PT1H36M6S,2025-05-22T04:43:14Z
VoJHn8y83co,Senate Session (05/22/2025),yes,Session,2025-05-22,yes,2025-05-22 09:59:01,2025-05-22T13:59:01Z,2025-05-22T18:46:00Z,PT4H46M56S,2025-05-22T19:02:31Z
pkcR92RFsxU,Senate Finance (05/22/2025),yes,Finance,2025-05-22,yes,2025-05-22 14:58:21,2025-05-22T18:58:21Z,2025-05-22T20:29:30Z,PT1H31M25S,2025-05-23T08:44:17Z
-_piA57xFMY,Senate Finance (05/23/2025),yes,Finance,2025-05-23,yes,2025-05-23 10:58:16,2025-05-23T14:58:16Z,2025-05-23T18:51:08Z,PT3H53M6S,2025-05-24T07:08:25Z
D2ZYKlymodY,Senate Finance (05/27/2025),yes,Finance,2025-05-27,yes,2025-05-27 13:27:36,2025-05-27T17:27:36Z,2025-05-27T19:38:43Z,PT2H11M1S,2025-05-28T07:46:56Z
EsyeAwNvDr4,Senate Finance (05/28/2025),yes,Finance,2025-05-28,yes,2025-05-28 13:26:36,2025-05-28T17:26:36Z,2025-05-28T19:23:24Z,PT1H57M,2025-05-29T07:43:45Z
g-SDq8uI1zQ,Senate Finance (05/29/2025),yes,Finance,2025-05-29,yes,2025-05-29 13:28:11,2025-05-29T17:28:11Z,2025-05-29T19:42:33Z,PT2H14M35S,2025-05-30T08:07:30Z
Z9qN-czlxbE,Senate Finance (05/30/2025),yes,Finance,2025-05-30,yes,2025-05-30 13:28:41,2025-05-30T17:28:41Z,2025-05-30T18:20:55Z,PT52M26S,2025-05-30T18:35:43Z
qv6opnw1B98,Senate Finance (06/02/2025),yes,Finance,2025-06-02,yes,2025-06-02 09:58:56,2025-06-02T13:58:56Z,2025-06-02T19:49:45Z,PT5H50M57S,2025-06-02T20:03:04Z
KgD6Ep0C2Zs,Senate Finance (06/03/2025),yes,Finance,2025-06-03,yes,2025-06-03 13:29:01,2025-06-03T17:29:01Z,2025-06-03T18:06:25Z,PT37M40S,2025-06-03T18:10:56Z
vAMlXC5eBKU,Senate Session (06/05/2025),yes,Session,2025-06-05,yes,2025-06-05 12:58:51,2025-06-05T16:58:51Z,2025-06-06T01:55:13Z,PT8H56M30S,2025-06-06T02:31:41Z
8u7z5yrtL9A,Senate Energy and Natural Resources (06/10/2025),yes,Energy and Natural Resources,2025-06-10,yes,2025-06-10 08:57:06,2025-06-10T12:57:06Z,2025-06-10T13:37:10Z,PT40M16S,2025-06-11T01:43:23Z
kZTVhlTMjLM,Senate Finance Budget Briefing (06/10/2025),yes,Finance Budget Briefing,2025-06-10,yes,2025-06-10 12:57:46,2025-06-10T16:57:46Z,2025-06-10T18:30:50Z,PT1H33M21S,2025-06-11T06:38:07Z
0ph2mfxO1Zg,Senate Session (06/12/2025),yes,Session,2025-06-12,yes,2025-06-12 09:58:51,2025-06-12T13:58:51Z,2025-06-12T16:59:48Z,PT3H1M11S,2025-06-13T05:13:15Z
OCmDvpG_NSg,"Committee of Conference on SB 108, SB 232 (06/13/2025)",yes,"Committee of Conference on SB 108, SB 232",2025-06-13,yes,2025-06-13 08:58:41,2025-06-13T12:58:41Z,2025-06-13T13:31:12Z,PT32M46S,2025-06-14T01:33:58Z
Hhj-jGwswUw,"Committee of Conference on SB 221, SB 213 SB 218, SB 287, SB 118 (06/16/2025)",yes,"Committee of Conference on SB 221, SB 213 SB 218, SB 287, SB 118",2025-06-16,yes,2025-06-16 08:58:46,2025-06-16T12:58:46Z,2025-06-16T15:23:06Z,PT2H24M31S,2025-06-17T03:33:22Z
JtVwLtVWtRY,"Committee of Conference on SB 97, SB 291, SB 141, SB 14 (06/16/2025)",yes,"Committee of Conference on SB 97, SB 291, SB 141, SB 14",2025-06-16,yes,2025-06-16 11:57:36,2025-06-16T15:57:36Z,2025-06-16T19:39:57Z,PT3H42M36S,2025-06-17T08:05:03Z
c-iNMWQwE0w,Committee of Conference on SB 302 (06/17/2025),yes,Committee of Conference on SB 302,2025-06-17,yes,2025-06-17 08:58:41,2025-06-17T12:58:41Z,2025-06-17T13:08:35Z,PT10M1S,2025-06-17T13:11:42Z
89R50nnQFrE,"Committee of Conference on SB 96, SB 87, SB 210, SB 206 (06/17/2025)",yes,"Committee of Conference on SB 96, SB 87, SB 210, SB 206",2025-06-17,yes,2025-06-17 09:28:51,2025-06-17T13:28:51Z,2025-06-17T18:01:35Z,PT4H32M22S,2025-06-17T18:16:53Z
kaS6ELy-acY,"Committee of Conference on SB 221, SB 213, SB 218 (06/18/2025)",yes,"Committee of Conference on SB 221, SB 213, SB 218",2025-06-18,yes,2025-06-18 08:58:41,2025-06-18T12:58:41Z,2025-06-18T13:40:40Z,PT42M11S,2025-06-19T01:45:06Z
ODcEunTJ1p8,"Committee of Conference on SB 118, SB 14 (06/18/2025)",yes,"Committee of Conference on SB 118, SB 14",2025-06-18,yes,2025-06-18 11:58:41,2025-06-18T15:58:41Z,2025-06-18T19:17:59Z,PT3H19M15S,2025-06-19T07:51:27Z
xr0tc41Wnms,"Committee of Conference on SB 210, SB 206 (06/19/2025)",yes,"Committee of Conference on SB 210, SB 206",2025-06-19,yes,2025-06-19 13:28:56,2025-06-19T17:28:56Z,2025-06-19T18:03:24Z,PT34M36S,2025-06-20T06:06:12Z
ezonqMvgvZg,Senate Session (06/26/2025),yes,Session,2025-06-26,yes,2025-06-26 09:58:46,2025-06-26T13:58:46Z,2025-06-26T20:51:24Z,PT6H52M51S,2025-06-26T21:12:08Z
